IRLS Dive Data CSV Export. (Version 1.2)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2220,"Deploy new BEP to sea floor.
Recover old BEP.",2022-08-19 16:00:00,2022-08-19 19:51:00

Site(s):
Name,Comments

Scientist(s):
Name, Organization

Observations:
2220,2022-08-19 16:35:48,"last football on",44.3694113,-124.9531389,96.82,281.57,3.58,0.01,0.86,0.12,"",3.51965,8.176,95.739,2.4,33.6951,
2220,2022-08-19 16:37:50,"ship moving 15 degrees to starboard",44.3694165,-124.9533265,106.05,280.34,8.1,0.13,0.82,0.41,"Ship Moving ",3.52503,8.1736,104.858,2.34,33.7505,
2220,2022-08-19 16:40:51,"salp or siphonophore",44.3695243,-124.9534371,140.34,299.03,7.18,-0.05,0.75,0.76,"Biology ",3.51723,7.9569,139.518,2.11,33.8598,./files/framegrabs/SDI1_8_19_2022 15_57_24_02603.jpg
2220,2022-08-19 16:45:45,"siphonophore",44.3696577,-124.9536573,208.98,300.52,-4.11,0.26,0.7,0.43,"Biology ",3.46957,7.2979,209.111,1.76,33.9541,./files/framegrabs/SDI1_8_19_2022 15_57_24_02892.jpg
2220,2022-08-19 16:46:27,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",44.3696546,-124.9536556,220.36,299.1,-0.33,0.03,0.86,0.18,"",3.46139,7.1971,220.873,1.67,33.9581,./files/dscs/R2220_31387.jpg
2220,2022-08-19 16:53:14,"jelly",44.3698342,-124.9537753,314.52,301.29,7.65,0.52,0.78,0.86,"Biology ",3.38384,6.2593,315.289,1.3,33.9844,./files/framegrabs/SDI1_8_19_2022 15_57_24_03345.jpg
2220,2022-08-19 16:57:55,"fish",44.3698472,-124.9539597,377.78,299.58,5.88,0.3,0.86,0.51,"Biology ",3.35996,5.927,379.26,1.04,34.0174,./files/framegrabs/SDI1_8_19_2022 15_57_24_03627.jpg
2220,2022-08-19 16:58:20,"kirll",44.3698474,-124.9539951,382.89,300.48,0.72,0.13,0.87,0.55,"Biology ",3.35967,5.9119,384.304,1,34.0267,./files/framegrabs/SDI1_8_19_2022 15_57_24_03654.jpg
2220,2022-08-19 16:59:16,"fish",44.3698502,-124.9540015,396.06,300.79,0.6,0.02,0.86,0.43,"Biology ",3.35817,5.8918,397.483,0.98,34.0235,./files/framegrabs/SDI1_8_19_2022 15_57_24_03710.jpg
2220,2022-08-19 17:06:56,"fish",44.3695489,-124.9535563,497.4,189.88,1.41,1.86,0.9,0.52,"Biology ",3.33389,5.4854,500.022,0.61,34.1072,./files/framegrabs/SDI1_8_19_2022 15_57_24_04170.jpg
2220,2022-08-19 17:12:01,"salp or siphonophore and jelly",44.3693619,-124.9535106,551.76,269.03,-2.73,1.33,0.76,0.37,"Biology ",3.31282,5.1714,555.072,0.43,34.1576,./files/framegrabs/SDI1_8_19_2022 15_57_24_04473.jpg
2220,2022-08-19 17:14:33,"squid",44.3693806,-124.9535581,562.54,267.03,0.06,1.54,0.88,0.16,"Biology ",3.3123,5.1553,566.211,0.39,34.1624,./files/framegrabs/SDI2_8_19_2022 15_57_26_04622.jpg
2220,2022-08-19 17:16:01,"ship moving to port 15 degrees",44.3694035,-124.9535043,570.77,268.9,3.29,0.11,0.88,0.2,"Ship Moving ",3.31138,5.1336,574.468,0.38,34.1698,
2220,2022-08-19 17:18:12,"old LJ01C spotted",44.3694149,-124.9534949,572.43,269.7,3.07,-0.03,0.81,0.69,"Vehicle ",3.30993,5.1107,575.694,0.36,34.176,./files/framegrabs/SDI2_8_19_2022 15_57_26_04845.jpg
2220,2022-08-19 17:19:14,"ship moving 10 degrees port",44.3694036,-124.9535233,571.78,268.86,-0.86,1.51,0.86,0.19,"Ship Moving ",3.30928,5.1079,575.251,0.36,34.1715,
2220,2022-08-19 17:24:14,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.02] [ISO Equivalent=12800]",44.3693646,-124.953526,575,244.78,6.88,1.34,0.78,0.79,"",3.30697,5.0759,578.237,0.35,34.1761,./files/dscs/R2220_31388.jpg
2220,2022-08-19 17:25:39,"landed on seafloor",44.3692889,-124.9534848,580.21,183.74,-1.29,1.43,0.75,0.94,"Vehicle ",3.30674,5.0704,583.727,0.35,34.1764,./files/framegrabs/SDI2_8_19_2022 15_57_26_05291.jpg
2220,2022-08-19 17:28:07,"detached from new LJ01C",44.3692667,-124.9534985,577.71,182.51,-4.4,0.86,3.67,0,"Vehicle ",3.30918,5.1018,581.297,0.35,34.1736,
2220,2022-08-19 17:32:54,"fish or marine mammal (moved tail up and down)-lower right corner of pic",44.3694015,-124.9535564,575.95,253.8,-0.33,1.08,5.25,0.19,"Biology ",3.30825,5.0915,579.356,0.35,34.1744,./files/framegrabs/SDI1_8_19_2022 15_57_24_05726.jpg
2220,2022-08-19 17:33:59,"arrived at old LJ01C",44.3693951,-124.9535605,577.52,262.18,-4.1,1.12,3.76,0.52,"Vehicle ",3.30807,5.088,580.922,0.35,34.1751,./files/framegrabs/SDI1_8_19_2022 15_57_24_05786.jpg
2220,2022-08-19 17:34:37,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",44.3693883,-124.9535887,578.36,262.75,-3.6,2.35,3.01,0,"",3.30874,5.0942,581.705,0.35,34.1761,./files/dscs/R2220_31389.jpg
2220,2022-08-19 17:35:02,"fish",44.3693886,-124.953571,580.06,271.36,-2.62,2.43,1.19,0.06,"",3.30784,5.0894,583.457,0.35,34.1698,./files/framegrabs/SDI1_8_19_2022 15_57_24_05856.jpg
2220,2022-08-19 17:35:35,"opening right door",44.3693876,-124.9535783,580.67,262.41,-2.02,0.25,0.55,0,"Vehicle ",3.30723,5.0801,584.057,0.35,34.172,./files/framegrabs/SDI1_8_19_2022 15_57_24_05889.jpg
2220,2022-08-19 17:36:20,"latching door",44.3693877,-124.9535812,580.7,262.76,-1.59,0.36,0.52,0,"Vehicle ",-,-,-,-,-,./files/framegrabs/SDI1_8_19_2022 15_57_24_05934.jpg
2220,2022-08-19 17:36:54,"opening left dor",44.3693871,-124.9535831,580.85,262.7,-1.46,0.31,0.51,0,"Vehicle ",3.30717,5.076,584.079,0.35,34.1754,./files/framegrabs/SDI1_8_19_2022 15_57_24_05969.jpg
2220,2022-08-19 17:37:13,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",44.3693877,-124.9535816,580.69,264.01,0.54,0.42,0.47,0.04,"",3.30658,5.0693,584.064,0.35,34.1755,./files/dscs/R2220_31390.jpg
2220,2022-08-19 17:37:15,"anenome",44.3693875,-124.9535808,580.75,259.62,-0.14,0.07,0.46,0.05,"Biology ",3.30651,5.0679,584.056,0.35,34.176,./files/framegrabs/SDI1_8_19_2022 15_57_24_05988.jpg
2220,2022-08-19 17:37:37,"latching door",44.3693871,-124.9535809,580.78,256.66,-0.23,0.13,0.46,0,"",3.30706,5.078,584.07,0.34,34.1721,./files/framegrabs/SDI1_8_19_2022 15_57_24_06012.jpg
2220,2022-08-19 17:38:32,"fiah",44.3693871,-124.9535823,580.87,257.32,-0.51,0.15,0.47,0,"Biology ",3.30655,5.0686,584.073,0.35,34.1758,./files/framegrabs/SDI1_8_19_2022 15_57_24_06064.jpg
2220,2022-08-19 17:38:56,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",44.3693871,-124.9535847,578.98,252.31,-0.33,0.28,2.25,0.16,"",3.30672,5.071,582.341,0.35,34.1762,./files/dscs/R2220_31391.jpg
2220,2022-08-19 17:39:14,"transitting to other side of BEP",44.3694126,-124.9536117,578.28,207.03,-1.9,0.25,2.96,0,"Vehicle ",-,-,-,-,-,./files/framegrabs/SDI2_8_19_2022 15_57_26_06099.jpg
2220,2022-08-19 17:39:36,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",44.3693927,-124.9536632,578.36,117.86,-3.39,0.74,2.91,0.57,"",3.30749,5.0767,581.812,0.35,34.1794,./files/dscs/R2220_31392.jpg
2220,2022-08-19 17:40:08,"landed on seafloor at other side of old LJ01C",44.3693742,-124.9536622,580.79,86.42,-1.8,0.36,0.59,0,"Vehicle ",3.3074,5.0792,584.138,0.35,34.1748,./files/framegrabs/SDI1_8_19_2022 15_57_24_06154.jpg
2220,2022-08-19 17:40:37,"opening right door",44.3693745,-124.9536675,580.79,86.97,-1.66,0.11,0.59,0,"Vehicle ",3.30681,5.0714,584.14,0.35,34.1759,./files/framegrabs/SDI1_8_19_2022 15_57_24_06188.jpg
2220,2022-08-19 17:41:04,"latching door",44.3693746,-124.9536714,580.8,86.15,-1.58,0.35,0.57,0,"Vehicle ",3.30674,5.0715,584.156,0.35,34.175,./files/framegrabs/SDI1_8_19_2022 15_57_24_06219.jpg
2220,2022-08-19 17:42:17,"opening left door",44.3693719,-124.9536826,580.74,82.87,-1.14,0.54,0.56,0,"Vehicle ",3.30659,5.0689,584.155,0.34,34.1759,./files/framegrabs/SDI1_8_19_2022 15_57_24_06291.jpg
2220,2022-08-19 17:43:14,"latching door",44.3693719,-124.9536807,580.9,89.7,-1.73,0.74,0.57,0,"Vehicle ",3.30695,5.0735,584.184,0.35,34.1753,./files/framegrabs/SDI1_8_19_2022 15_57_24_06348.jpg
2220,2022-08-19 17:44:39,"cable plug removed",44.3693739,-124.9536751,580.93,89.68,-2.13,0.86,0.57,0,"Cabled Plug ",3.3072,5.0753,584.176,0.35,34.1763,./files/framegrabs/SDI1_8_19_2022 15_57_24_06431.jpg
2220,2022-08-19 17:44:54,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",44.369375,-124.9536754,580.91,89.66,-1.98,0.86,0.56,0,"",3.30692,5.0729,584.17,0.35,34.1757,./files/dscs/R2220_31393.jpg
2220,2022-08-19 17:45:36,"transitting to new LJ01C",44.3693751,-124.9536713,580.16,88.65,-5.77,0.13,1.16,0,"Vehicle ",3.30827,5.0895,583.765,0.35,34.1744,./files/framegrabs/SDI1_8_19_2022 15_57_24_06491.jpg
2220,2022-08-19 17:45:43,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=9000]",44.3693715,-124.953668,578.11,88.38,-4.19,2.75,3.3,0.26,"",3.30805,5.0869,581.655,0.35,34.1756,./files/dscs/R2220_31394.jpg
2220,2022-08-19 17:47:00,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=7200]",44.3692564,-124.9535259,578.18,90.36,-4.02,0.94,3.33,0.35,"",3.3074,5.0801,581.625,0.35,34.175,./files/dscs/R2220_31395.jpg
2220,2022-08-19 17:47:45,"arrived at new LJ01C with cable",44.3692578,-124.9535382,580.83,92.97,-3.88,2.21,0.72,0.04,"Vehicle ",3.30763,5.081,584.233,0.35,34.1755,./files/framegrabs/SDI1_8_19_2022 15_57_24_06620.jpg
2220,2022-08-19 17:48:46,"dummy plug removed",44.3692589,-124.9535349,580.95,91.43,-2.26,0.53,0.6,0,"Dummy Plug ",3.30754,5.0805,584.294,0.35,34.175,./files/framegrabs/SDI1_8_19_2022 15_57_24_06680.jpg
2220,2022-08-19 17:48:51,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",44.3692592,-124.9535344,580.96,91.43,-2.24,0.55,0.6,0,"",3.30745,5.0794,584.285,0.35,34.1751,./files/dscs/R2220_31396.jpg
2220,2022-08-19 17:49:16,"dummy plug dropped in box",44.3692587,-124.9535342,580.87,91.42,-2.01,0.65,0.59,0,"Vehicle ",3.30761,5.081,584.3,0.35,34.1752,./files/framegrabs/SDI1_8_19_2022 15_57_24_06711.jpg
2220,2022-08-19 17:51:51,"squid",44.3692541,-124.9535414,580.97,91.68,-1.84,1.14,0.58,0,"Biology ",3.30724,5.0764,584.291,0.35,34.1757,./files/framegrabs/SDI1_8_19_2022 15_57_24_06864.jpg
2220,2022-08-19 17:53:33,"DSC: Please add comment [Focal Length=31] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",44.3692544,-124.9535404,580.91,94.66,-3.42,1.03,0.58,0,"",3.30699,5.0731,584.313,0.35,34.1762,./files/dscs/R2220_31397.jpg
2220,2022-08-19 17:54:10,"DSC: Please add comment [Focal Length=36] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",44.3692538,-124.9535388,580.87,96.44,-2.69,1.2,0.54,0,"",3.30726,5.0763,584.339,0.35,34.176,./files/dscs/R2220_31398.jpg
2220,2022-08-19 17:54:10,"cable plug inserted into new LJ01C",44.3692538,-124.9535388,580.87,96.44,-2.69,1.2,0.54,0,"Cabled Plug ",3.30726,5.0763,584.339,0.35,34.176,./files/framegrabs/SDI1_8_19_2022 15_57_24_06997.jpg
2220,2022-08-19 17:54:31,"DSC: Please add comment [Focal Length=36] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",44.3692539,-124.9535384,580.87,96.79,-2.8,1.14,0.56,0,"",3.30703,5.0738,584.34,0.35,34.1759,./files/dscs/R2220_31399.jpg
2220,2022-08-19 17:54:39,"DSC: Please add comment [Focal Length=36] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",44.3692537,-124.953538,581.04,96.66,-2.42,1.25,0.55,0,"",3.30707,5.074,584.34,0.34,34.1761,./files/dscs/R2220_31400.jpg
2220,2022-08-19 17:54:55,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",44.3692539,-124.9535368,580.93,96.64,-2.39,1.25,0.55,0,"",-,-,-,-,-,./files/dscs/R2220_31401.jpg
2220,2022-08-19 17:56:11,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=720]",44.3692555,-124.9535399,581.01,95.97,-1.81,1.53,0.53,0,"",3.30691,5.0721,584.323,0.35,34.1763,./files/dscs/R2220_31402.jpg
2220,2022-08-19 17:56:26,"closing left door",44.3692555,-124.9535404,581.07,92.61,0.03,1.92,0.48,0.03,"Vehicle ",3.30692,5.072,584.305,0.34,34.1765,./files/framegrabs/SDI1_8_19_2022 15_57_24_07141.jpg
2220,2022-08-19 17:56:58,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",44.3692556,-124.9535392,581.13,86.48,-1.71,1.37,0.53,0,"",-,-,-,-,-,./files/dscs/R2220_31403.jpg
2220,2022-08-19 17:57:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1000]",44.3692527,-124.9535417,581.04,87.76,-1.86,1.53,0.52,0,"",3.30709,5.0766,584.332,0.35,34.1737,./files/dscs/R2220_31404.jpg
2220,2022-08-19 17:57:59,"right door closed",44.3692525,-124.9535418,581.05,87.72,-1.85,1.53,0.52,0,"Vehicle ",3.3069,5.0734,584.338,0.35,34.1748,./files/framegrabs/SDI1_8_19_2022 15_57_24_07234.jpg
2220,2022-08-19 17:58:28,"traveling to other side of new LJ01C",44.3692535,-124.9535388,580.17,87.98,-3.52,0.84,1.07,0.03,"Vehicle ",3.30721,5.0757,583.801,0.35,34.1763,./files/framegrabs/SDI1_8_19_2022 15_57_24_07263.jpg
2220,2022-08-19 17:58:43,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",44.3692524,-124.9535335,579.41,98.81,-4.31,1.79,2.22,0.18,"",3.30742,5.0804,582.752,0.35,34.1745,./files/dscs/R2220_31405.jpg
2220,2022-08-19 17:59:03,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",44.3692818,-124.9534956,579.02,198.29,-3.3,0.83,2.45,0.68,"",3.30828,5.0901,582.359,0.35,34.1746,./files/dscs/R2220_31406.jpg
2220,2022-08-19 17:59:27,"arrived at other side",44.369258,-124.95346,580.95,275.48,-2.71,1.37,0.55,0,"Vehicle ",3.30861,5.0929,584.2,0.35,34.1747,./files/framegrabs/SDI1_8_19_2022 15_57_24_07322.jpg
2220,2022-08-19 18:00:10,"closing right door",44.3692574,-124.953459,580.88,277.05,-2.47,1,0.53,0,"Vehicle ",-,-,-,-,-,./files/framegrabs/SDI1_8_19_2022 15_57_24_07365.jpg
2220,2022-08-19 18:00:54,"DSC: Please add comment [Focal Length=26] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=720]",44.3692553,-124.9534572,580.98,274.91,-2.42,1,0.55,0,"",3.30828,5.0891,584.222,0.35,34.1747,./files/dscs/R2220_31407.jpg
2220,2022-08-19 18:01:25,"left door closed",44.3692554,-124.9534542,580.98,269.8,-2.57,0.84,0.53,0,"Vehicle ",3.30774,5.084,584.225,0.35,34.1738,./files/framegrabs/SDI2_8_19_2022 15_57_26_07438.jpg
2220,2022-08-19 18:02:58,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=560]",44.369268,-124.9534573,580.87,273.04,-2.87,1.6,0.54,0,"",3.30691,5.0727,584.191,0.35,34.1757,./files/dscs/R2220_31408.jpg
2220,2022-08-19 18:04:02,"DSC: Please add comment [Focal Length=36] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=400]",44.3692641,-124.9534611,580.83,273.77,-3.12,1.64,0.53,0,"",3.30675,5.0706,584.205,0.35,34.176,./files/dscs/R2220_31409.jpg
2220,2022-08-19 18:04:05,"removing cable and rope for new HYDBBA from LJ01C",44.369264,-124.9534613,580.87,273.8,-3.08,1.65,0.53,0,"Vehicle ",3.30676,5.071,584.191,0.35,34.1757,./files/framegrabs/SDI1_8_19_2022 15_57_24_07597.jpg
2220,2022-08-19 18:04:13,"DSC: Please add comment [Focal Length=36] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=450]",44.3692638,-124.9534617,580.84,273.82,-3.08,1.63,0.53,0,"",3.30677,5.0709,584.191,0.35,34.1759,./files/dscs/R2220_31410.jpg
2220,2022-08-19 18:04:51,"putting pull in box",44.3692626,-124.9534646,580.81,273.94,-3.06,1.64,0.53,0,"Vehicle ",3.30673,5.0703,584.214,0.35,34.1761,./files/framegrabs/SDI1_8_19_2022 15_57_24_07646.jpg
2220,2022-08-19 18:06:02,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=400]",44.3692636,-124.9534761,580.9,276.33,-3.37,1.72,0.53,0,"",3.30674,5.0705,584.201,0.35,34.176,./files/dscs/R2220_31411.jpg
2220,2022-08-19 18:06:03,"unlatch new HYDBBA",44.3692635,-124.9534764,580.89,276.29,-3.42,1.73,0.53,0,"Vehicle ",3.30673,5.0704,584.194,0.35,34.176,./files/framegrabs/SDI1_8_19_2022 15_57_24_07718.jpg
2220,2022-08-19 18:06:59,"unhooked new HYDBBA",44.3692645,-124.9534858,580.87,273.8,-6.4,0.21,0.58,0,"Vehicle ",3.30679,5.0711,584.268,0.34,34.1759,./files/framegrabs/SDI1_8_19_2022 15_57_24_07773.jpg
2220,2022-08-19 18:07:01,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=1/160] [ISO Equivalent=400]",44.3692645,-124.9534858,580.84,273.8,-6.41,0.18,0.58,0,"",3.30678,5.071,584.268,0.34,34.1759,./files/dscs/R2220_31412.jpg
2220,2022-08-19 18:08:24,"transitting HYDBBA to new location",44.3692639,-124.9534783,579.18,270.92,-10.74,4.74,2.41,0.19,"Vehicle ",3.30729,5.0761,582.727,0.35,34.1773,./files/framegrabs/SDI1_8_19_2022 15_57_24_07859.jpg
2220,2022-08-19 18:09:06,"fish",44.3693153,-124.9534846,578.91,240.57,-13.78,4.19,2.6,0,"Biology ",3.30865,5.0946,582.46,0.35,34.1743,./files/framegrabs/SDI1_8_19_2022 15_57_24_07900.jpg
2220,2022-08-19 18:09:49,"set down new HYDBBA",44.3693307,-124.9534591,580.46,239.95,-8.21,2.15,0.76,0,"Vehicle ",3.30764,5.0816,583.961,0.35,34.1751,./files/framegrabs/SDI1_8_19_2022 15_57_24_07943.jpg
2220,2022-08-19 18:12:35,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1250]",44.369294,-124.9533267,580.69,267.61,-4.62,0.34,0.59,0.37,"",3.30685,5.0718,583.988,0.35,34.176,./files/dscs/R2220_31413.jpg
2220,2022-08-19 18:12:35,"fish or eel",44.369294,-124.9533267,580.69,267.61,-4.62,0.34,0.59,0.37,"Biology ",3.30685,5.0718,583.988,0.35,34.176,./files/framegrabs/SDI1_8_19_2022 15_57_24_08103.jpg
2220,2022-08-19 18:14:34,"cap on HYDBBA removed",44.3693069,-124.9534597,580.76,266.83,-2.69,0.15,0.49,0,"Vehicle ",3.30682,5.0713,583.998,0.34,34.1762,./files/framegrabs/SDI1_8_19_2022 15_57_24_08229.jpg
2220,2022-08-19 18:15:23,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=900]",44.3693091,-124.9534646,580.57,266.73,-3.43,0.65,0.55,0,"",3.30677,5.071,583.995,0.35,34.176,./files/dscs/R2220_31414.jpg
2220,2022-08-19 18:15:46,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.3693274,-124.9534888,578.77,201.22,-4.17,2,2.51,0.59,"",3.30715,5.078,582.098,0.35,34.1741,./files/dscs/R2220_31415.jpg
2220,2022-08-19 18:15:56,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.369325,-124.9535232,578.99,139.5,-4.5,0.83,2.32,0.61,"",3.30809,5.0871,582.235,0.35,34.1756,./files/dscs/R2220_31416.jpg
2220,2022-08-19 18:16:03,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",44.3693158,-124.9535321,578.85,112.62,-6.38,1.12,2.32,0,"",3.30806,5.0879,582.321,0.35,34.1744,./files/dscs/R2220_31417.jpg
2220,2022-08-19 18:16:03,"transitting to recieve other cap on seafloor",44.3693158,-124.9535321,578.85,112.62,-6.38,1.12,2.32,0,"Vehicle ",3.30806,5.0879,582.321,0.35,34.1744,./files/framegrabs/SDI1_8_19_2022 15_57_24_08317.jpg
2220,2022-08-19 18:16:22,"old cap obtained",44.3693054,-124.9535237,580.05,95.17,-8.74,1.64,1.23,0.1,"Vehicle ",3.3075,5.0806,583.627,0.35,34.1747,./files/framegrabs/SDI1_8_19_2022 15_57_24_08337.jpg
2220,2022-08-19 18:16:58,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.3692744,-124.9535404,578.82,159.33,-4.12,0.97,2.56,0.19,"",3.30902,5.0999,582.168,0.36,34.1732,./files/dscs/R2220_31418.jpg
2220,2022-08-19 18:18:16,"putting old cap in box",44.3692846,-124.953486,577.07,223.4,-6.98,1.77,4.43,0.3,"Vehicle ",3.30749,5.0831,580.32,0.35,34.1737,./files/framegrabs/SDI1_8_19_2022 15_57_24_08445.jpg
2220,2022-08-19 18:19:10,"transitting to site of old HYDBBA",44.3692779,-124.9535216,576.69,332.86,-2.81,2.72,4.83,0.53,"Vehicle ",3.30893,5.0983,580.063,0.34,34.1748,./files/framegrabs/SDI1_8_19_2022 15_57_24_08505.jpg
2220,2022-08-19 18:19:34,"starfish",44.3693229,-124.9535882,576.65,332.14,-4.6,2.99,4.84,0.38,"Biology ",-,-,-,-,-,./files/framegrabs/SDI1_8_19_2022 15_57_24_08529.jpg
2220,2022-08-19 18:20:55,"fish",44.3694465,-124.9536493,579.08,265.03,-4.99,1.85,1.93,0.07,"Biology ",3.30839,5.0919,582.473,0.35,34.174,./files/framegrabs/SDI1_8_19_2022 15_57_24_08610.jpg
2220,2022-08-19 18:21:17,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",44.3694529,-124.9536427,580.19,266.32,-3.39,1.07,0.86,0.2,"",3.30725,5.0777,583.513,0.34,34.1749,./files/dscs/R2220_31419.jpg
2220,2022-08-19 18:21:30,"fish",44.3694528,-124.9536427,580.56,265.09,-2.41,0.59,0.55,0,"Biology ",3.30686,5.0729,583.766,0.35,34.1752,./files/framegrabs/SDI1_8_19_2022 15_57_24_08645.jpg
2220,2022-08-19 18:21:35,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.3694523,-124.9536408,580.5,265.08,-2.36,0.55,0.55,0,"",3.30707,5.0739,583.775,0.34,34.1765,./files/dscs/R2220_31420.jpg
2220,2022-08-19 18:21:51,"arrived at site of old HYDBBA",44.3694511,-124.9536389,580.47,265.03,-2.27,0.51,0.55,0,"Vehicle ",3.30684,5.0729,583.761,0.34,34.1749,./files/framegrabs/SDI1_8_19_2022 15_57_24_08657.jpg
2220,2022-08-19 18:22:49,"cap on old HYDBBA",44.3694499,-124.9536354,580.57,264.92,-1.84,0.36,0.53,0,"Vehicle ",3.30685,5.0726,583.764,0.34,34.1753,./files/framegrabs/SDI1_8_19_2022 15_57_24_08724.jpg
2220,2022-08-19 18:23:59,"grabbed onto old HYDBBA, transporting to old LJ01C",44.3694497,-124.9536351,580.57,264.61,-2.31,0.68,0.53,0,"Vehicle ",3.30698,5.0741,583.777,0.35,34.1753,./files/framegrabs/SDI1_8_19_2022 15_57_24_08794.jpg
