IRLS CTD Data CSV Export. (Version 1.0)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2212,"Recover AoA at MJ03F.  
Swap CTD at MJ03F.  
Pre-stage cable at MJ03F.",2022-08-14 01:15:00,2022-08-14 07:17:00

CTD Measurments:
2022-08-14 01:15:40,-250580223403.17978,10259065279677.984,0.77,205.9,-0.25,0.06,0,0,2.12331,16.9277,-0.16,2.89,15.3399,1.5262,0.0003,0.0001,0.0001,5,0.0001
2022-08-14 01:15:41,-250580223403.17978,10259065279677.984,0.78,206.06,-0.41,0.43,0,0,2.12463,16.9272,-0.152,2.88,15.3506,1.5235,0.0001,0,0,5,0.0001
2022-08-14 01:15:42,-250580223403.17978,10259065279677.984,0.79,206.1,-0.33,0.17,0,0,2.14109,16.9266,-0.16,2.87,15.4807,1.5205,0.0002,0.0001,0,5,0.0001
2022-08-14 01:15:43,-250580223403.17978,10259065279677.984,0.79,206.11,-0.36,0.34,0,0,2.14552,16.926,-0.146,2.86,15.5159,1.5165,0.0004,0,0,5,0.0001
2022-08-14 01:15:44,-250580223403.17978,10259065279677.984,0.8,206.15,-0.29,0.84,0,0,2.14137,16.9254,-0.154,2.85,15.4834,1.5121,0.0001,0.0001,0.0002,5,0.0001
2022-08-14 01:15:45,-250580223403.17978,10259065279677.984,0.79,206.11,-0.3,0.19,0,0,2.14388,16.9249,-0.149,2.83,15.5034,1.507,0.0001,0.0001,0.0001,5,0
2022-08-14 01:15:46,-250580223403.17978,10259065279677.984,0.79,205.97,-0.53,0.71,0,0,2.15171,16.9242,-0.152,2.82,15.5655,1.502,0.0001,0.0001,0.0001,5,0
2022-08-14 01:15:47,-250580223403.17978,10259065279677.984,0.8,206.05,-0.6,0.89,0,0,2.15693,16.9236,-0.152,2.8,15.6069,1.497,0,0.0001,0.0002,5,0
2022-08-14 01:15:48,-250580223403.17978,10259065279677.984,0.81,205.99,-0.48,0.36,0,0,2.18051,16.923,-0.163,2.79,15.7937,1.4917,0,0.0002,0.0001,5,0.0001
2022-08-14 01:15:49,-250580223403.17978,10259065279677.984,0.8,205.99,-0.53,1.04,0,0,2.16858,16.9224,-0.154,2.78,15.6996,1.4879,0.0001,0,0.0002,5,0.0001
2022-08-14 01:15:51,-250580223403.17978,10259065279677.984,0.81,205.95,-0.53,0.92,0,0,2.14366,16.9211,-0.147,2.76,15.503,1.4787,0.0003,0.0002,0,5,0
2022-08-14 01:15:52,-250580223403.17978,10259065279677.984,0.8,205.93,-0.21,1.28,0,0,2.16571,16.9204,-0.153,2.74,15.6776,1.4749,0.0002,0.0001,0,5,0.0001
2022-08-14 01:15:53,-250580223403.17978,10259065279677.984,0.82,205.87,-0.17,1.93,0,0,2.16267,16.9198,-0.157,2.73,15.6538,1.4712,0.0001,0.0001,0.0001,5,0.0001
2022-08-14 01:15:54,-250580223403.17978,10259065279677.984,0.83,205.85,-0.34,2.22,0,0,2.14467,16.919,-0.155,2.72,15.5119,1.4677,0.0001,0,0.0001,5,0
2022-08-14 01:15:55,-250580223403.17978,10259065279677.984,0.82,206.19,0.14,2.06,0,0,2.16778,16.9184,-0.152,2.71,15.6948,1.4643,0.0002,0,0.0002,5,0
2022-08-14 01:15:56,-250580223403.17978,10259065279677.984,0.81,206.24,0.69,1.91,0,0,2.19081,16.9176,-0.152,2.7,15.8774,1.4601,0.0003,0.0001,0.0001,5,0.0002
2022-08-14 01:15:57,-250580223403.17978,10259065279677.984,0.82,205.75,-0.17,2.3,0,0,2.15808,16.9169,-0.142,2.7,15.6186,1.4589,0.0002,0.0002,0,5,0.0002
2022-08-14 01:15:58,-250580223403.17978,10259065279677.984,0.84,205.63,-0.87,2.45,0,0,2.16152,16.9161,-0.146,2.71,15.6461,1.4632,0.0003,0,0,5,0
2022-08-14 01:15:59,-250580223403.17978,10259065279677.984,0.85,206,-0.71,2.7,0,0,2.17827,16.9153,-0.16,2.73,15.7789,1.4709,0.0002,0,0,5,0.0001
2022-08-14 01:16:00,-250580223403.17978,10259065279677.984,0.84,206.25,-0.46,3.07,0,0,2.19052,16.9145,-0.143,2.75,15.8762,1.48,0.0002,0.0002,0.0001,5,0.0001
2022-08-14 01:16:01,-250580223403.17978,10259065279677.984,0.84,206.41,-0.22,3.39,0,0,2.17566,16.9138,-0.153,2.78,15.7588,1.4881,0.0001,0,0,5,0
2022-08-14 01:16:02,-250580223403.17978,10259065279677.984,0.86,206.14,0.15,3.43,0,0,2.18348,16.9131,-0.156,2.8,15.821,1.4951,0,0.0001,0,5,0
2022-08-14 01:16:03,-250580223403.17978,10259065279677.984,0.87,205.72,-0.19,3.49,0,0,2.15018,16.9123,-0.151,2.82,15.5579,1.5007,0.0001,0.0001,0,5,0.0002
2022-08-14 01:16:04,-250580223403.17978,10259065279677.984,0.86,205.74,-0.93,3.39,0,0,2.15542,16.9114,-0.157,2.83,15.5997,1.5045,0,0.0004,0.0001,5,0.0001
2022-08-14 01:16:05,-250580223403.17978,10259065279677.984,0.86,205.96,-0.6,3.4,0,0,2.18373,16.9106,-0.152,2.83,15.824,1.5064,0.0002,0,0,5,0
2022-08-14 01:16:06,-250580223403.17978,10259065279677.984,0.85,206.19,-0.35,3.57,0,0,2.20317,16.9097,-0.145,2.82,15.9783,1.5054,0,0.0001,0.0001,5,0.0001
2022-08-14 01:16:07,-250580223403.17978,10259065279677.984,0.86,206.09,-0.38,3.29,0,0,2.19164,16.909,-0.149,2.82,15.8873,1.5038,0,0,0,5,0.0001
2022-08-14 01:16:08,-250580223403.17978,10259065279677.984,0.85,205.78,-0.09,2.5,0,0,2.17997,16.9081,-0.151,2.83,15.7952,1.5062,0.0001,0,0,5,0
2022-08-14 01:16:09,-250580223403.17978,10259065279677.984,0.87,205.83,-0.45,1.87,0,0,2.14731,16.9073,-0.146,2.84,15.5372,1.5108,0,0.0001,0,5,0
2022-08-14 01:16:10,-250580223403.17978,10259065279677.984,0.84,205.99,-0.08,1.79,0,0,2.1319,16.9065,-0.144,2.85,15.4157,1.5126,0.0001,0.0001,0.0001,5,0.0003
2022-08-14 01:16:11,-250580223403.17978,10259065279677.984,0.83,205.94,0.47,2.05,0,0,2.15444,16.9055,-0.155,2.85,15.5942,1.5113,0,0,0.0001,5,0.0001
2022-08-14 01:16:12,-250580223403.17978,10259065279677.984,0.82,205.8,-0.26,0.07,0,0,2.13899,16.9048,-0.15,2.84,15.4724,1.5088,0.0002,0.0001,0,5,0.0002
2022-08-14 01:16:13,-250580223403.17978,10259065279677.984,0.8,205.84,-0.61,0.03,0,0,2.12533,16.904,-0.154,2.84,15.3649,1.5088,0.0001,0,0,5,0
2022-08-14 01:16:14,-250580223403.17978,10259065279677.984,0.82,206.15,-0.32,1.51,0,0,2.13851,16.903,-0.141,2.9,15.4693,1.5288,0.0002,0.0001,0,5,0
2022-08-14 01:16:16,-250580223403.17978,10259065279677.984,0.82,206.09,0.05,1.95,0,0,2.16994,16.9014,-0.159,3.11,15.7184,1.6079,0.0001,0.0001,0,5,0.0001
2022-08-14 01:16:17,-250580223403.17978,10259065279677.984,0.82,205.79,-0.86,0.63,0,0,2.13601,16.9005,-0.156,3.2,15.4505,1.6384,0,0.0001,0,5,0.0001
2022-08-14 01:16:18,-250580223403.17978,10259065279677.984,0.83,205.93,-0.88,0.69,0,0,2.14958,16.8996,-0.147,3.28,15.5581,1.6654,0.0003,0.0002,0,5,0.0001
2022-08-14 01:16:19,-250580223403.17978,10259065279677.984,0.8,206.26,0.08,0.1,0,0,2.23744,16.8987,-0.151,3.31,16.2546,1.6828,0.0002,0,0,5,0
2022-08-14 01:16:20,-250580223403.17978,10259065279677.984,0.79,206.01,0.12,1.18,0,0,2.23662,16.8977,-0.152,3.33,16.2486,1.691,0,0,0,5,0.0001
2022-08-14 01:16:21,-250580223403.17978,10259065279677.984,0.82,205.73,-0.38,1.81,0,0,2.1793,16.8968,-0.155,3.37,15.7943,1.6997,0.0002,0.0001,0.0001,5,0
2022-08-14 01:16:22,-250580223403.17978,10259065279677.984,0.83,205.7,-0.5,1.06,0,0,2.14466,16.8958,-0.151,3.41,15.5206,1.7147,0.0001,0.0002,0,5,0
2022-08-14 01:16:23,-250580223403.17978,10259065279677.984,0.83,205.9,-0.09,1.23,0,0,2.16388,16.8947,-0.168,3.46,15.6731,1.734,0.0001,0.0001,0.0001,5,0.0002
2022-08-14 01:16:24,-250580223403.17978,10259065279677.984,0.81,206.07,0.06,1.24,0,0,2.14246,16.8937,-0.153,3.5,15.5041,1.7464,0.0001,0.0001,0.0001,5,0
2022-08-14 01:16:25,-250580223403.17978,10259065279677.984,0.8,205.96,-0.17,0.96,0,0,2.13245,16.8929,-0.156,3.52,15.4253,1.7506,0.0001,0.0001,0,5,0.0001
2022-08-14 01:16:26,-250580223403.17978,10259065279677.984,0.81,205.84,-0.22,0.47,0,0,2.12131,16.8919,-0.154,3.51,15.3377,1.7479,0.0001,0.0003,0.0002,5,0.0002
2022-08-14 01:16:27,-250580223403.17978,10259065279677.984,0.81,205.84,-0.07,0.55,0,0,2.12545,16.8911,-0.151,3.49,15.3707,1.7408,0.0003,0.0002,0.0001,5,0.0001
2022-08-14 01:16:28,-250580223403.17978,10259065279677.984,0.82,205.78,-0.22,1.36,0,0,2.123,16.8903,-0.157,3.46,15.3517,1.7284,0.0001,0.0001,0.0001,5,0.0001
2022-08-14 01:16:29,-250580223403.17978,10259065279677.984,0.81,205.82,-0.3,1.27,0,0,2.12489,16.8895,-0.155,3.42,15.3669,1.7141,0,0.0001,0.0002,5,0.0001
2022-08-14 01:16:30,-250580223403.17978,10259065279677.984,0.81,205.92,-0.08,0,0,0,2.1237,16.8887,-0.145,3.37,15.3578,1.6995,0.0001,0,0,5,0.0001
2022-08-14 01:16:31,-250580223403.17978,10259065279677.984,0.8,205.93,-0.18,1.07,0,0,2.13347,16.8878,-0.139,3.33,15.4353,1.6834,0.0001,0.0001,0.0001,5,0.0002
2022-08-14 01:16:32,-250580223403.17978,10259065279677.984,0.81,205.97,-0.04,0.82,0,0,2.1271,16.8869,-0.149,3.28,15.3853,1.6674,0,0,0,5,0.0001
2022-08-14 01:16:33,-250580223403.17978,10259065279677.984,0.81,205.93,-0.13,0.25,0,0,2.11604,16.886,-0.151,3.25,15.2983,1.6534,0.0001,0.0001,0,5,0.0001
2022-08-14 01:16:34,-250580223403.17978,10259065279677.984,0.82,205.95,-0.45,0.64,0,0,2.10557,16.8853,-0.159,3.22,15.216,1.6411,0,0,0,5,0.0003
2022-08-14 01:16:35,-250580223403.17978,10259065279677.984,0.81,206.13,0.36,0.41,0,0,2.10611,16.8843,-0.144,3.18,15.2206,1.6293,0.0001,0.0001,0.0001,5,0.0001
2022-08-14 01:16:36,-250580223403.17978,10259065279677.984,0.81,205.88,-0.18,0.47,0,0,2.10807,16.8835,-0.154,3.15,15.2364,1.6178,0.0001,0,0.0001,5,0.0001
2022-08-14 01:16:37,-250580223403.17978,10259065279677.984,0.81,205.9,-0.38,0.26,0,0,2.10193,16.8826,-0.166,3.12,15.1883,1.6074,0,0.0001,0.0001,5,0
2022-08-14 01:16:38,-250580223403.17978,10259065279677.984,0.8,205.96,-0.09,0.1,0,0,2.10637,16.8817,-0.151,3.11,15.2237,1.6044,0.0001,0,0,5,0.0002
2022-08-14 01:16:39,-250580223403.17978,10259065279677.984,0.81,205.83,-0.34,0.11,0,0,2.1098,16.8808,-0.16,3.12,15.251,1.6071,0,0.0002,0,5,0
2022-08-14 01:16:41,-250580223403.17978,10259065279677.984,0.81,205.64,-0.32,0.51,0,0,2.10485,16.879,-0.153,3.13,15.2127,1.6092,0.0002,0,0.0001,5,0
2022-08-14 01:16:42,-250580223403.17978,10259065279677.984,0.82,205.94,-0.05,0.4,0,0,2.10617,16.8781,-0.133,3.12,15.2234,1.6086,0.0001,0.0001,0,5,0.0001
2022-08-14 01:16:43,-250580223403.17978,10259065279677.984,0.81,205.84,0.4,0.16,0,0,2.11703,16.8773,-0.137,3.12,15.3094,1.6065,0.0002,0,0.0001,5,0.0001
2022-08-14 01:16:44,-250580223403.17978,10259065279677.984,0.8,205.44,0.22,0.39,0,0,2.11399,16.8764,-0.146,3.1,15.2858,1.6009,0,0.0001,0,5,0
2022-08-14 01:16:45,-250580223403.17978,10259065279677.984,0.8,205.4,-0.3,0.42,0,0,2.1046,16.8755,-0.147,3.09,15.212,1.5969,0.0003,0.0001,0,5,0.0001
2022-08-14 01:16:46,-250580223403.17978,10259065279677.984,0.81,205.63,-0.59,0.36,0,0,2.10861,16.8746,-0.151,3.1,15.244,1.6013,0.0002,0.0001,0.0001,5,0.0001
2022-08-14 01:16:47,-250580223403.17978,10259065279677.984,0.81,205.54,-0.28,0.22,0,0,2.13041,16.8736,-0.148,3.13,15.4165,1.6117,0.0002,0,0,5,0.0001
2022-08-14 01:16:48,-250580223403.17978,10259065279677.984,0.82,205.41,-0.45,0.49,0,0,2.11825,16.8726,-0.148,3.16,15.3209,1.6227,0.0001,0.0001,0,5,0.0001
2022-08-14 01:16:49,-250580223403.17978,10259065279677.984,0.81,205.35,-0.03,0.92,0,0,2.11058,16.8716,-0.153,3.2,15.2607,1.6342,0.0001,0.0001,0,5,0.0001
2022-08-14 01:16:50,-250580223403.17978,10259065279677.984,0.81,205.21,0.07,0.76,0,0,2.11194,16.8707,-0.144,3.24,15.2718,1.6483,0.0001,0.0001,0.0001,5,0
2022-08-14 01:16:51,-250580223403.17978,10259065279677.984,0.81,205.25,-0.14,0.24,0,0,2.11108,16.8698,-0.158,3.27,15.2653,1.66,0.0002,0,0.0001,5,0.0001
2022-08-14 01:16:52,-250580223403.17978,10259065279677.984,0.8,205.44,0.1,0.33,0,0,2.11162,16.869,-0.147,3.28,15.2698,1.6644,0.0001,0.0001,0,5,0
2022-08-14 01:16:53,-250580223403.17978,10259065279677.984,0.79,205.36,0.11,0.28,0,0,2.11523,16.8681,-0.151,3.27,15.2987,1.662,0.0001,0.0001,0.0001,5,0.0001
2022-08-14 01:16:54,-250580223403.17978,10259065279677.984,0.8,205.28,-0.61,0.04,0,0,2.11277,16.8672,-0.155,3.25,15.2796,1.6552,0,0.0001,0.0001,5,0.0001
2022-08-14 01:16:55,-250580223403.17978,10259065279677.984,0.81,205.56,-0.53,0.27,0,0,2.10777,16.8664,-0.152,3.23,15.2405,1.6454,0,0,0.0001,5,0.0002
2022-08-14 01:16:56,-250580223403.17978,10259065279677.984,0.81,205.63,-0.22,0.25,0,0,2.11358,16.8656,-0.154,3.2,15.2866,1.6362,0.0001,0.0001,0,5,0.0003
2022-08-14 01:16:57,-250580223403.17978,10259065279677.984,0.82,205.53,-0.36,0.46,0,0,2.1219,16.8646,-0.158,3.17,15.3527,1.6249,0.0001,0.0001,0.0002,5,0.0001
2022-08-14 01:16:58,-250580223403.17978,10259065279677.984,0.84,205.57,-0.67,0.43,0,0,2.11421,16.8638,-0.15,3.14,15.2923,1.6141,0.0004,0,0,5,0.0001
2022-08-14 01:16:59,-250580223403.17978,10259065279677.984,0.84,205.75,-0.28,0.22,0,0,2.10752,16.8629,-0.137,3.13,15.2398,1.6119,0.0003,0,0.0001,5,0.0002
2022-08-14 01:17:01,-250580223403.17978,10259065279677.984,0.81,205.9,0.17,0.1,0,0,2.11969,16.8611,-0.145,3.15,15.3366,1.6196,0.0003,0.0001,0.0001,5,0.0001
2022-08-14 01:17:03,-250580223403.17978,10259065279677.984,0.8,205.7,-0.25,0.29,0,0,2.10928,16.8594,-0.147,3.18,15.255,1.6266,0.0002,0.0001,0,5,0
2022-08-14 01:17:04,-250580223403.17978,10259065279677.984,0.8,205.94,-0.02,0.33,0,0,2.10734,16.8584,-0.152,3.22,15.2401,1.641,0.0002,0.0002,0,5,0
2022-08-14 01:17:05,-250580223403.17978,10259065279677.984,0.8,206.12,0.2,0.37,0,0,2.10042,16.8575,-0.158,3.25,15.1858,1.6531,0.0002,0,0,5,0.0001
2022-08-14 01:17:06,-250580223403.17978,10259065279677.984,0.8,206.02,-0.09,0.39,0,0,2.10277,16.8566,-0.149,3.26,15.2046,1.6582,0.0001,0,0.0001,5,0.0001
2022-08-14 01:17:07,-250580223403.17978,10259065279677.984,0.8,205.87,0.01,0.41,0,0,2.10194,16.8558,-0.143,3.27,15.1984,1.6605,0.0001,0.0003,0,5,0.0001
2022-08-14 01:17:08,-250580223403.17978,10259065279677.984,0.81,205.86,-0.06,0.42,0,0,2.09741,16.8549,-0.141,3.28,15.163,1.6637,0.0001,0,0.0001,5,0.0001
2022-08-14 01:17:09,-250580223403.17978,10259065279677.984,0.81,205.91,-0.17,0.24,0,0,2.09916,16.8541,-0.15,3.29,15.1771,1.6664,0,0,0,5,0.0002
2022-08-14 01:17:10,-250580223403.17978,10259065279677.984,0.8,205.98,-0.21,0.06,0,0,2.099,16.8532,-0.144,3.28,15.1762,1.6634,0.0001,0.0001,0,5,0.0001
2022-08-14 01:17:11,-250580223403.17978,10259065279677.984,0.79,206,-0.36,0.15,0,0,2.10175,16.8524,-0.158,3.26,15.1982,1.6568,0.0001,0.0001,0,5,0
2022-08-14 01:17:12,-250580223403.17978,10259065279677.984,0.8,206.09,-0.16,0.03,0,0,2.10253,16.8516,-0.141,3.24,15.2046,1.6478,0.0001,0,0.0001,5,0
2022-08-14 01:17:13,-250580223403.17978,10259065279677.984,0.8,206.13,-0.14,0.2,0,0,2.1039,16.8507,-0.148,3.21,15.2158,1.6378,0,0,0.0001,5,0
2022-08-14 01:17:14,-250580223403.17978,10259065279677.984,0.8,206.1,0.02,0.21,0,0,2.10722,16.85,-0.151,3.18,15.2423,1.6266,0.0001,0,0.0002,5,0.0002
2022-08-14 01:17:15,-250580223403.17978,10259065279677.984,0.8,205.89,-0.11,0.11,0,0,2.10258,16.8491,-0.145,3.15,15.206,1.6152,0,0.0001,0,5,0.0002
2022-08-14 01:17:16,-250580223403.17978,10259065279677.984,0.81,205.91,-0.54,0.11,0,0,2.09811,16.8483,-0.147,3.12,15.171,1.6044,0.0001,0,0.0001,5,0.0001
2022-08-14 01:17:17,-250580223403.17978,10259065279677.984,0.81,206.09,-0.44,0.18,0,0,2.0962,16.8475,-0.143,3.09,15.1562,1.5941,0.0002,0.0001,0.0003,5,0
2022-08-14 01:17:18,-250580223403.17978,10259065279677.984,0.8,206.13,-0.21,0.3,0,0,2.09353,16.8467,-0.156,3.06,15.1354,1.5837,0.0002,0.0001,0,5,0
2022-08-14 01:17:19,-250580223403.17978,10259065279677.984,0.79,206,-0.12,0.25,0,0,2.09291,16.8458,-0.156,3.03,15.1308,1.5729,0.0001,0,0.0001,5,0
2022-08-14 01:17:20,-250580223403.17978,10259065279677.984,0.81,205.85,-0.2,0.22,0,0,2.07792,16.8449,-0.16,3,15.013,1.5634,0,0.0001,0,5,0.0002
2022-08-14 01:17:21,-250580223403.17978,10259065279677.984,0.8,205.88,-0.41,0.37,0,0,2.08924,16.8441,-0.148,2.98,15.1026,1.5561,0.0001,0.0002,0.0001,5,0.0001
2022-08-14 01:17:22,-250580223403.17978,10259065279677.984,0.8,206.03,-0.66,0.17,0,0,2.08997,16.8432,-0.153,2.97,15.1087,1.5507,0,0.0001,0,5,0.0001
2022-08-14 01:17:23,-250580223403.17978,10259065279677.984,0.8,206.25,0.03,0.27,0,0,2.07024,16.8424,-0.154,2.95,14.9534,1.5449,0.0001,0,0,5,0
2022-08-14 01:17:24,-250580223403.17978,10259065279677.984,0.8,206.13,0.22,0.16,0,0,2.07975,16.8415,-0.139,2.94,15.0286,1.5398,0,0.0002,0,5,0.0001
2022-08-14 01:17:25,-250580223403.17978,10259065279677.984,0.8,205.7,-0.74,0.63,0,0,2.06958,16.8407,-0.142,2.94,14.9488,1.5393,0.0002,0.0002,0,5,0
2022-08-14 01:17:27,-250580223403.17978,10259065279677.984,0.8,206.08,-0.29,0.26,0,0,0.60513,16.8388,-0.148,3.2,3.9644,1.5592,0.0003,0.0002,0.0001,5,0.0001
2022-08-14 01:17:28,-250580223403.17978,10259065279677.984,0.81,205.91,0.01,0.32,0,0,0.13089,16.8379,-0.156,3.29,0.7853,1.5686,0.0001,0.0001,0,5,0.0002
