IRLS CTD Data CSV Export. (Version 1.0)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2217,"Swap CTDPFB304 (Chadwick).  
Recover COVIS Thermistors.  
Beware Calibration Spheres on 'invisible' tether, COVIS target 1&amp;2.",2022-08-15 15:42:26,2022-08-15 19:49:26

CTD Measurments:
2022-08-15 15:43:13,-250580223403.17978,10259065279677.984,0.74,235.54,-1.79,0.32,0,0,0.09484,16.2023,-0.152,3.05,0.5698,1.4756,0.0002,0.0002,0.0001,5,0.0001
2022-08-15 15:43:14,-250580223403.17978,10259065279677.984,0.75,233.52,-1.72,1.25,0,0,0.09615,16.2016,-0.151,3.04,0.578,1.4717,0.0003,0.0002,0.0003,5,0.0001
2022-08-15 15:43:15,-250580223403.17978,10259065279677.984,0.75,231.47,-1.63,1.28,0,0,0.09081,16.2007,-0.155,3.03,0.5446,1.467,0.0005,0.0005,0.0001,5,0.0004
2022-08-15 15:43:16,-250580223403.17978,10259065279677.984,0.75,229.14,-1.42,1.25,0,0,0.08842,16.1997,-0.151,3.01,0.5297,1.4632,0.0005,0.0002,0.0004,5,0.0002
2022-08-15 15:43:17,-250580223403.17978,10259065279677.984,0.75,226.49,-1.42,0.84,0,0,0.09378,16.1989,-0.152,3.01,0.5632,1.461,0.0004,0.0001,0,5,0.0002
2022-08-15 15:43:18,-250580223403.17978,10259065279677.984,0.74,223.82,-1.98,0.63,0,0,0.10369,16.1979,-0.158,3,0.6254,1.4588,0.0005,0.0002,0.0001,5,0.0003
2022-08-15 15:43:19,-250580223403.17978,10259065279677.984,0.76,221.72,-1.55,0.54,0,0,0.09758,16.1967,-0.154,3,0.587,1.4577,0.0004,0.0002,0.0001,5,0.0003
2022-08-15 15:43:20,-250580223403.17978,10259065279677.984,0.74,219.49,-1.26,0.17,0,0,0.08916,16.1958,-0.158,3.03,0.5344,1.4676,0.0007,0.0002,0.0003,5,0.0001
2022-08-15 15:43:21,-250580223403.17978,10259065279677.984,0.74,217.05,-0.92,0.31,0,0,0.09383,16.1946,-0.152,3.1,0.5636,1.4921,0.0005,0.0002,0.0003,5,0.0003
2022-08-15 15:43:22,-250580223403.17978,10259065279677.984,0.75,214.44,-1.13,0.29,0,0,0.10314,16.1935,-0.151,3.17,0.6219,1.5143,0.0005,0.0001,0.0001,5,0.0003
2022-08-15 15:43:23,-250580223403.17978,10259065279677.984,0.75,212.27,-1.54,0.15,0,0,0.105,16.1924,-0.148,3.21,0.6336,1.5272,0.0003,0.0001,0.0001,5,0.0004
2022-08-15 15:43:24,-250580223403.17978,10259065279677.984,0.75,210.11,-1.77,1.05,0,0,0.09694,16.1912,-0.148,3.24,0.5831,1.5355,0.0004,0,0.0002,5,0.0001
2022-08-15 15:43:25,-250580223403.17978,10259065279677.984,0.75,208.52,-1.67,1.52,0,0,0.08494,16.19,-0.159,3.27,0.5082,1.5448,0.0004,0.0003,0.0002,5,0.0002
2022-08-15 15:43:26,-250580223403.17978,10259065279677.984,0.75,205.75,-1.39,1.53,0,0,0.10644,16.1886,-0.148,3.3,0.6428,1.5548,0.0003,0.0004,0,5,0.0002
2022-08-15 15:43:27,-250580223403.17978,10259065279677.984,0.75,203.69,-1.43,0.5,0,0,0.11438,16.1874,-0.159,3.31,0.6929,1.5611,0.0004,0.0003,0.0003,5,0.0005
2022-08-15 15:43:28,-250580223403.17978,10259065279677.984,0.74,201.07,-1.7,1,0,0,0.10948,16.1862,-0.146,3.32,0.662,1.563,0.0004,0.0002,0.0002,5,0.0001
2022-08-15 15:43:29,-250580223403.17978,10259065279677.984,0.74,199.78,-1.44,0.13,0,0,0.10475,16.1848,-0.16,3.32,0.6322,1.5639,0.0004,0.0003,0.0002,5,0.0001
2022-08-15 15:43:30,-250580223403.17978,10259065279677.984,0.74,197.73,-1.44,0.75,0,0,0.10338,16.1834,-0.158,3.34,0.6236,1.5682,0.0003,0.0003,0.0001,5,0.0001
2022-08-15 15:43:31,-250580223403.17978,10259065279677.984,0.74,195.87,-1.67,0.68,0,0,0.10128,16.1821,-0.145,3.38,0.6104,1.5804,0.0005,0.0004,0.0001,5,0.0001
2022-08-15 15:43:32,-250580223403.17978,10259065279677.984,0.74,193.95,-1.88,0.46,0,0,0.10816,16.1807,-0.157,3.41,0.6538,1.5927,0.0003,0.0002,0.0002,5,0.0003
2022-08-15 15:43:33,-250580223403.17978,10259065279677.984,0.74,192.14,-2.02,0.82,0,0,0.10721,16.1792,-0.157,3.45,0.6478,1.6034,0.0004,0.0005,0.0002,5,0.0001
2022-08-15 15:43:35,-250580223403.17978,10259065279677.984,0.75,188.82,-1.28,0.54,0,0,0.08816,16.1761,-0.144,3.5,0.5284,1.6195,0.0003,0.0004,0.0002,5,0.0002
2022-08-15 15:43:36,-250580223403.17978,10259065279677.984,0.74,186.91,-1.24,0.45,0,0,0.09512,16.1746,-0.171,3.52,0.5719,1.6264,0.0004,0.0002,0.0002,5,0.0002
2022-08-15 15:43:37,-250580223403.17978,10259065279677.984,0.73,185.03,-1.1,0.71,0,0,0.10356,16.1731,-0.152,3.52,0.6249,1.627,0.0002,0.0003,0.0003,5,0.0002
2022-08-15 15:43:38,-250580223403.17978,10259065279677.984,0.73,183.31,-1.2,0.47,0,0,0.10119,16.1715,-0.159,3.5,0.61,1.6218,0.0004,0.0002,0.0002,5,0.0002
2022-08-15 15:43:39,-250580223403.17978,10259065279677.984,0.73,181.52,-1.27,0.01,0,0,0.09199,16.17,-0.157,3.48,0.5524,1.6133,0.0006,0.0001,0.0002,5,0.0003
2022-08-15 15:43:40,-250580223403.17978,10259065279677.984,0.74,180.21,-1.29,0.13,0,0,0.09929,16.1685,-0.154,3.45,0.5981,1.6034,0.0005,0.0002,0.0003,5,0.0001
2022-08-15 15:43:41,-250580223403.17978,10259065279677.984,0.74,178.85,-1.4,0.26,0,0,0.10196,16.167,-0.158,3.42,0.6149,1.5933,0.0002,0.0001,0,5,0.0003
2022-08-15 15:43:42,-250580223403.17978,10259065279677.984,0.74,177.81,-1.33,0.3,0,0,0.10175,16.1654,-0.158,3.39,0.6136,1.583,0.0002,0.0001,0.0002,5,0.0003
2022-08-15 15:43:43,-250580223403.17978,10259065279677.984,0.74,177.65,-1.55,0.2,0,0,0.09631,16.1639,-0.154,3.36,0.5795,1.5731,0.0005,0.0003,0.0001,5,0.0004
2022-08-15 15:43:44,-250580223403.17978,10259065279677.984,0.74,177.53,-2.14,0.63,0,0,0.0911,16.1625,-0.148,3.33,0.547,1.5642,0.0004,0.0003,0.0001,5,0.0002
2022-08-15 15:43:45,-250580223403.17978,10259065279677.984,0.74,177.68,-2.01,1.19,0,0,0.0928,16.1609,-0.15,3.3,0.5576,1.5561,0.0004,0.0003,0.0002,5,0.0003
2022-08-15 15:43:46,-250580223403.17978,10259065279677.984,0.75,177.93,-1.86,0.84,0,0,0.08279,16.1594,-0.142,3.28,0.4952,1.5479,0.0004,0.0003,0.0002,5,0.0001
2022-08-15 15:43:47,-250580223403.17978,10259065279677.984,0.74,177.92,-1.28,0.54,0,0,0.10092,16.1577,-0.152,3.26,0.6085,1.5427,0.0003,0.0002,0.0002,5,0.0003
2022-08-15 15:43:48,-250580223403.17978,10259065279677.984,0.74,177.51,-1.53,0.1,0,0,0.11927,16.1562,-0.146,3.25,0.7245,1.5395,0.0005,0.0002,0.0002,5,0.0002
2022-08-15 15:43:49,-250580223403.17978,10259065279677.984,0.74,176.99,-1.34,0.54,0,0,0.11349,16.1545,-0.154,3.24,0.6878,1.5357,0.0005,0.0004,0.0001,5,0.0003
2022-08-15 15:43:50,-250580223403.17978,10259065279677.984,0.74,176.95,-1.38,0.34,0,0,0.10946,16.153,-0.141,3.23,0.6624,1.5336,0.0005,0.0001,0.0001,5,0.0001
2022-08-15 15:43:51,-250580223403.17978,10259065279677.984,0.74,177.31,-0.96,0.73,0,0,0.10434,16.1515,-0.165,3.23,0.6302,1.5332,0.0004,0.0001,0.0001,5,0.0003
2022-08-15 15:43:52,-250580223403.17978,10259065279677.984,0.73,176.29,-0.72,1.11,0,0,0.09754,16.15,-0.163,3.23,0.5874,1.5328,0.0004,0.0004,0.0002,5,0.0004
2022-08-15 15:43:53,-250580223403.17978,10259065279677.984,0.73,174.94,-0.4,0.79,0,0,0.10681,16.1485,-0.158,3.23,0.6457,1.5321,0.0003,0.0001,0.0001,5,0.0004
2022-08-15 15:43:54,-250580223403.17978,10259065279677.984,0.73,173.31,-1.18,0.09,0,0,0.10086,16.147,-0.167,3.24,0.6083,1.536,0.0005,0.0001,0.0001,5,0.0001
2022-08-15 15:43:55,-250580223403.17978,10259065279677.984,0.73,171.68,-1.12,0.01,0,0,0.1074,16.1458,-0.148,3.27,0.6495,1.5471,0.0004,0.0003,0.0002,5,0.0003
2022-08-15 15:43:57,-250580223403.17978,10259065279677.984,0.73,168.3,-1.52,0.35,0,0,0.10522,16.1433,-0.142,3.34,0.6358,1.5679,0.0007,0.0001,0,5,0.0001
2022-08-15 15:43:58,-250580223403.17978,10259065279677.984,0.74,166.94,-1.81,0.31,0,0,0.10757,16.1423,-0.154,3.35,0.6507,1.5725,0.0005,0.0004,0,5,0.0003
2022-08-15 15:43:59,-250580223403.17978,10259065279677.984,0.74,165.59,-1.9,0.06,0,0,0.10241,16.1414,-0.155,3.36,0.6182,1.5737,0.0005,0.0003,0.0001,5,0.0003
2022-08-15 15:44:00,-250580223403.17978,10259065279677.984,0.74,164.28,-1.83,0.25,0,0,0.09509,16.1404,-0.152,3.36,0.5722,1.5727,0.0004,0.0004,0.0001,5,0.0002
2022-08-15 15:44:01,-250580223403.17978,10259065279677.984,0.73,162.98,-1.59,0.33,0,0,0.09473,16.1395,-0.155,3.35,0.57,1.5706,0.0006,0.0003,0.0002,5,0
2022-08-15 15:44:02,-250580223403.17978,10259065279677.984,0.73,161.56,-1.3,0.27,0,0,0.16482,16.1385,-0.148,3.34,1.017,1.5709,0.0003,0.0001,0.0004,5,0.0001
2022-08-15 15:44:03,-250580223403.17978,10259065279677.984,0.73,159.95,-1.06,0.13,0,0,0.15209,16.1375,-0.158,3.35,0.9348,1.5728,0.0003,0,0.0001,5,0.0001
2022-08-15 15:44:04,-250580223403.17978,10259065279677.984,0.73,158.26,-0.92,0.11,0,0,0.12987,16.1366,-0.15,3.36,0.7923,1.5742,0.0005,0.0003,0,5,0.0002
2022-08-15 15:44:05,-250580223403.17978,10259065279677.984,0.75,156.75,-0.78,0.14,0,0,0.11838,16.1357,-0.149,3.36,0.7192,1.5757,0.0003,0.0001,0.0003,5,0.0001
2022-08-15 15:44:06,-250580223403.17978,10259065279677.984,0.74,155.36,-0.74,0.11,0,0,0.11255,16.1347,-0.15,3.37,0.6822,1.577,0.0005,0.0003,0.0004,5,0.0002
2022-08-15 15:44:07,-250580223403.17978,10259065279677.984,0.73,153.94,-0.81,0.1,0,0,0.11032,16.1338,-0.155,3.37,0.6682,1.5776,0.0002,0.0002,0.0002,5,0.0001
2022-08-15 15:44:08,-250580223403.17978,10259065279677.984,0.75,152.48,-0.95,0.19,0,0,0.10862,16.1328,-0.154,3.36,0.6574,1.5745,0.0005,0.0001,0.0003,5,0.0004
2022-08-15 15:44:09,-250580223403.17978,10259065279677.984,0.75,151.09,-1.12,0.38,0,0,0.10678,16.1316,-0.146,3.35,0.6458,1.5702,0.0005,0.0002,0.0001,5,0.0002
2022-08-15 15:44:10,-250580223403.17978,10259065279677.984,0.74,149.73,-1.23,0.51,0,0,0.10579,16.1305,-0.152,3.33,0.6396,1.5644,0.0005,0.0003,0.0003,5,0.0002
2022-08-15 15:44:11,-250580223403.17978,10259065279677.984,0.74,148.26,-1.3,0.49,0,0,0.10028,16.1292,-0.145,3.31,0.605,1.5578,0.0005,0.0002,0.0002,5,0.0002
2022-08-15 15:44:12,-250580223403.17978,10259065279677.984,0.72,146.79,-1.77,0.37,0,0,0.09735,16.1279,-0.145,3.29,0.5866,1.5496,0.0004,0.0004,0.0001,5,0.0002
2022-08-15 15:44:13,-250580223403.17978,10259065279677.984,0.73,146.88,-1.34,0.13,0,0,0.10512,16.1267,-0.144,3.26,0.6355,1.5408,0.0005,0.0004,0.0001,5,0
2022-08-15 15:44:14,-250580223403.17978,10259065279677.984,0.73,146.88,-1.56,0.17,0,0,0.10219,16.1255,-0.152,3.24,0.617,1.5359,0.0005,0.0002,0.0003,5,0.0001
2022-08-15 15:44:15,-250580223403.17978,10259065279677.984,0.73,147.03,-1,0.26,0,0,0.10428,16.1244,-0.154,3.24,0.6302,1.5363,0.0002,0.0004,0.0001,5,0.0001
2022-08-15 15:44:16,-250580223403.17978,10259065279677.984,0.73,146.93,-1.09,0.38,0,0,0.09839,16.1232,-0.154,3.25,0.5932,1.537,0.0005,0.0002,0.0001,5,0.0001
2022-08-15 15:44:18,-250580223403.17978,10259065279677.984,0.74,146.81,-1.13,1.04,0,0,0.10407,16.121,-0.158,3.24,0.6289,1.5341,0.0004,0.0001,0.0002,5,0.0002
2022-08-15 15:44:20,-250580223403.17978,10259065279677.984,0.74,146.94,-1.35,0.08,0,0,0.10215,16.1188,-0.152,3.23,0.6169,1.5318,0.0004,0.0003,0.0001,5,0.0002
2022-08-15 15:44:21,-250580223403.17978,10259065279677.984,0.74,146.99,-1.56,0.22,0,0,0.09861,16.1177,-0.157,3.22,0.5946,1.528,0.0003,0.0002,0.0003,5,0.0002
2022-08-15 15:44:22,-250580223403.17978,10259065279677.984,0.74,146.98,-1.67,0.19,0,0,0.09363,16.1166,-0.146,3.2,0.5634,1.5228,0.0005,0,0.0001,5,0.0004
2022-08-15 15:44:23,-250580223403.17978,10259065279677.984,0.73,146.87,-1.86,0.2,0,0,0.09263,16.1154,-0.142,3.18,0.5571,1.5167,0.0003,0.0004,0,5,0.0002
2022-08-15 15:44:24,-250580223403.17978,10259065279677.984,0.74,146.9,-1.7,0.52,0,0,0.08901,16.1142,-0.153,3.16,0.5345,1.5098,0.0003,0.0003,0.0002,5,0.0002
2022-08-15 15:44:25,-250580223403.17978,10259065279677.984,0.74,147,-1.27,0.56,0,0,0.08759,16.1131,-0.151,3.14,0.5256,1.5034,0.0004,0.0002,0.0001,5,0.0003
2022-08-15 15:44:26,-250580223403.17978,10259065279677.984,0.74,147.04,-1.06,0.38,0,0,0.10015,16.112,-0.154,3.12,0.6044,1.497,0.0005,0,0.0002,5,0.0002
2022-08-15 15:44:27,-250580223403.17978,10259065279677.984,0.74,147.06,-0.71,0.05,0,0,0.11363,16.1109,-0.154,3.1,0.6895,1.4913,0.0004,0.0003,0.0002,5,0.0002
2022-08-15 15:44:28,-250580223403.17978,10259065279677.984,0.75,147.03,-1.24,0.02,0,0,0.113,16.1099,-0.154,3.09,0.6855,1.4864,0.0004,0.0002,0.0004,5,0
2022-08-15 15:44:29,-250580223403.17978,10259065279677.984,0.74,147.19,-1.08,0,0,0,0.10755,16.1089,-0.146,3.08,0.6511,1.4828,0.0004,0.0002,0.0002,5,0.0002
2022-08-15 15:44:30,-250580223403.17978,10259065279677.984,0.73,147.03,-1.47,0.31,0,0,0.1037,16.1077,-0.151,3.07,0.6268,1.4793,0.0005,0.0003,0.0004,5,0.0002
2022-08-15 15:44:31,-250580223403.17978,10259065279677.984,0.77,146.8,-1.7,0.49,0,0,0.10672,16.1066,-0.159,3.05,0.6459,1.4746,0.0004,0.0003,0.0001,5,0.0001
2022-08-15 15:44:32,-250580223403.17978,10259065279677.984,0.76,146.87,-1.6,0.41,0,0,0.10333,16.1055,-0.157,3.04,0.6245,1.4702,0.0006,0.0002,0.0004,5,0.0002
2022-08-15 15:44:33,-250580223403.17978,10259065279677.984,0.75,147.05,-1.72,0.24,0,0,0.09783,16.1044,-0.159,3.03,0.5899,1.4666,0.0003,0.0005,0.0003,5,0.0001
2022-08-15 15:44:34,-250580223403.17978,10259065279677.984,0.74,146.95,-1.67,0.14,0,0,0.10177,16.1032,-0.16,3.01,0.6147,1.4617,0.0002,0.0001,0,5,0.0003
2022-08-15 15:44:35,-250580223403.17978,10259065279677.984,0.74,147.02,-1.57,0.16,0,0,0.10507,16.1021,-0.163,3,0.6355,1.4564,0.0005,0.0002,0.0002,5,0.0001
2022-08-15 15:44:36,-250580223403.17978,10259065279677.984,0.74,146.99,-1.7,0.4,0,0,0.11022,16.101,-0.171,2.99,0.668,1.4527,0.0004,0.0001,0,5,0.0003
2022-08-15 15:44:37,-250580223403.17978,10259065279677.984,0.75,146.99,-1.72,0.62,0,0,0.10973,16.0999,-0.154,2.98,0.665,1.4504,0.0005,0.0002,0.0003,5,0
2022-08-15 15:44:38,-250580223403.17978,10259065279677.984,0.74,147.07,-1.53,0.5,0,0,0.10621,16.0987,-0.156,2.97,0.6428,1.4492,0.0005,0.0003,0.0003,5,0.0002
2022-08-15 15:44:39,-250580223403.17978,10259065279677.984,0.74,147.04,-1.43,0.38,0,0,0.10989,16.0976,-0.158,2.97,0.6661,1.4483,0.0004,0.0005,0,5,0.0003
2022-08-15 15:44:40,-250580223403.17978,10259065279677.984,0.74,146.86,-1.13,0.8,0,0,0.11177,16.0964,-0.153,2.97,0.678,1.4469,0.0004,0.0003,0.0001,5,0.0002
2022-08-15 15:44:41,-250580223403.17978,10259065279677.984,0.75,146.3,-1.17,0.87,0,0,0.10827,16.0953,-0.161,2.97,0.6559,1.446,0.0003,0,0.0003,5,0.0005
2022-08-15 15:44:42,-250580223403.17978,10259065279677.984,0.76,145.07,-1.49,0.47,0,0,0.10789,16.0943,-0.151,2.96,0.6535,1.4456,0.0002,0,0,5,0.0003
2022-08-15 15:44:44,-250580223403.17978,10259065279677.984,0.75,133.77,-0.25,0.62,0,0,0.09774,16.0924,-0.156,2.97,0.5895,1.4457,0.0005,0.0003,0.0002,5,0.0001
2022-08-15 15:44:45,-250580223403.17978,10259065279677.984,0.75,132.11,-0.44,0.07,0,0,0.11763,16.0918,-0.163,2.96,0.7152,1.4454,0.0005,0.0005,0,5,0.0003
2022-08-15 15:44:46,-250580223403.17978,10259065279677.984,0.74,132.09,-0.93,0.03,0,0,0.12248,16.0913,-0.17,2.96,0.7461,1.4448,0.0003,0.0003,0.0002,5,0.0001
2022-08-15 15:44:47,-250580223403.17978,10259065279677.984,0.75,131.75,-1.34,0.05,0,0,0.11603,16.0906,-0.161,2.96,0.7051,1.4457,0.0005,0,0.0002,5,0.0002
2022-08-15 15:44:48,-250580223403.17978,10259065279677.984,0.77,131.57,-1.6,0.2,0,0,0.11734,16.0897,-0.162,2.96,0.7134,1.4457,0.0002,0.0002,0.0001,5,0.0001
2022-08-15 15:44:49,-250580223403.17978,10259065279677.984,0.76,131.56,-1.55,0.13,0,0,0.11208,16.0889,-0.158,2.96,0.68,1.4452,0.0002,0.0001,0.0001,5,0.0004
2022-08-15 15:44:50,-250580223403.17978,10259065279677.984,0.75,131.74,-1.34,0.14,0,0,0.10589,16.0881,-0.154,2.96,0.6409,1.4435,0.0005,0.0002,0,5,0.0002
2022-08-15 15:44:51,-250580223403.17978,10259065279677.984,0.74,131.93,-1.11,0.26,0,0,0.09904,16.0872,-0.159,2.95,0.5978,1.4406,0.0001,0.0002,0,5,0.0005
2022-08-15 15:44:52,-250580223403.17978,10259065279677.984,0.74,131.94,-1.01,0.35,0,0,0.09659,16.0862,-0.161,2.94,0.5824,1.4365,0.0004,0.0003,0.0002,5,0.0003
2022-08-15 15:44:53,-250580223403.17978,10259065279677.984,0.75,131.86,-0.95,0.25,0,0,0.1,16.0853,-0.155,2.92,0.6038,1.4324,0.0002,0.0003,0.0002,5,0
2022-08-15 15:44:54,-250580223403.17978,10259065279677.984,0.75,131.83,-0.81,0.14,0,0,0.10819,16.0844,-0.162,2.91,0.6555,1.4283,0.0007,0.0007,0.0001,5,0.0001
2022-08-15 15:44:55,-250580223403.17978,10259065279677.984,0.75,131.86,-0.65,0.39,0,0,0.11391,16.0834,-0.152,2.9,0.6917,1.4249,0.0007,0.0002,0,5,0.0001
2022-08-15 15:44:56,-250580223403.17978,10259065279677.984,0.75,131.99,-0.47,0.1,0,0,0.11418,16.0825,-0.158,2.89,0.6935,1.4225,0.0006,0.0005,0,5,0.0005
2022-08-15 15:44:57,-250580223403.17978,10259065279677.984,0.76,132.04,-0.45,0.27,0,0,0.11154,16.0816,-0.148,2.89,0.6767,1.4209,0.0004,0.0002,0.0003,5,0.0002
2022-08-15 15:44:58,-250580223403.17978,10259065279677.984,0.77,132.03,-0.52,0.75,0,0,0.11185,16.0806,-0.152,2.88,0.6787,1.4189,0.0002,0.0003,0.0003,5,0.0002
2022-08-15 15:44:59,-250580223403.17978,10259065279677.984,0.75,132.11,-0.63,0.7,0,0,0.11192,16.0797,-0.157,2.88,0.6792,1.4179,0.0007,0.0001,0.0002,5,0.0001
2022-08-15 15:45:00,-250580223403.17978,10259065279677.984,0.78,132.15,-0.87,0.55,0,0,0.11001,16.0788,-0.151,2.88,0.6671,1.417,0.0005,0.0002,0,5,0.0001
2022-08-15 15:45:01,-250580223403.17978,10259065279677.984,0.76,132.14,-1.19,0.13,0,0,0.1066,16.0778,-0.152,2.87,0.6456,1.4159,0.0005,0.0004,0.0002,5,0.0001
2022-08-15 15:45:02,-250580223403.17978,10259065279677.984,0.75,132.02,-1.62,0.37,0,0,0.10348,16.0767,-0.147,2.87,0.6259,1.4146,0.0003,0.0001,0.0003,5,0.0003
2022-08-15 15:45:03,-250580223403.17978,10259065279677.984,0.75,131.89,-1.91,0.01,0,0,0.09808,16.0756,-0.154,2.86,0.5919,1.4127,0.0001,0,0.0002,5,0
2022-08-15 15:45:04,-250580223403.17978,10259065279677.984,0.74,131.84,-1.81,0.47,0,0,0.09303,16.0745,-0.159,2.86,0.5602,1.4096,0.0007,0.0001,0.0003,5,0.0001
2022-08-15 15:45:05,-250580223403.17978,10259065279677.984,0.73,131.94,-1.49,0.92,0,0,0.09446,16.0734,-0.154,2.85,0.5692,1.4066,0.0004,0.0001,0,5,0.0004
2022-08-15 15:45:06,-250580223403.17978,10259065279677.984,0.73,132.27,-1.09,0.52,0,0,0.12921,16.0722,-0.152,2.83,0.7893,1.4043,0.0002,0.0003,0.0002,5,0.0001
2022-08-15 15:45:07,-250580223403.17978,10259065279677.984,0.73,132.47,-0.92,0.56,0,0,0.27524,16.0711,-0.158,2.82,1.7486,1.4045,0.0004,0.0005,0.0003,5,0.0004
2022-08-15 15:45:09,-250580223403.17978,10259065279677.984,0.77,131.76,-1.65,0.61,0,0,0.20193,16.0688,-0.154,2.86,1.2613,1.4147,0.0004,0.0003,0.0001,5,0
2022-08-15 15:45:10,-250580223403.17978,10259065279677.984,0.77,131.57,-1.43,0.29,0,0,0.15783,16.0677,-0.156,2.89,0.9735,1.4241,0,0.0001,0.0002,5,0.0004
2022-08-15 15:45:11,-250580223403.17978,10259065279677.984,0.77,131.52,-1.5,0.79,0,0,0.14193,16.0666,-0.149,2.93,0.871,1.435,0.0005,0.0001,0.0001,5,0.0001
2022-08-15 15:45:12,-250580223403.17978,10259065279677.984,0.76,131.87,-1.17,1.19,0,0,0.12636,16.0654,-0.152,2.96,0.7713,1.4443,0.0007,0.0003,0.0002,5,0.0002
2022-08-15 15:45:13,-250580223403.17978,10259065279677.984,0.74,132.05,-0.89,0.64,0,0,0.12582,16.0643,-0.157,2.98,0.7678,1.4494,0.0004,0.0005,0.0001,5,0.0003
2022-08-15 15:45:14,-250580223403.17978,10259065279677.984,0.75,132.2,-0.74,0.57,0,0,0.1204,16.0632,-0.164,2.98,0.7333,1.4521,0.0006,0.0001,0.0003,5,0.0001
2022-08-15 15:45:15,-250580223403.17978,10259065279677.984,0.74,132.22,-0.71,0.13,0,0,0.11192,16.062,-0.159,3,0.6795,1.4556,0.0005,0.0002,0.0003,5,0.0002
2022-08-15 15:45:16,-250580223403.17978,10259065279677.984,0.76,132.21,-0.8,0.7,0,0,0.1243,16.0609,-0.151,3.01,0.7582,1.4616,0.0004,0.0004,0.0001,5,0.0004
2022-08-15 15:45:17,-250580223403.17978,10259065279677.984,0.76,132.01,-1.31,0.93,0,0,0.12547,16.0597,-0.148,3.04,0.7657,1.47,0.0003,0,0,5,0.0002
2022-08-15 15:45:18,-250580223403.17978,10259065279677.984,0.76,131.76,-1.55,0.41,0,0,0.1198,16.0587,-0.153,3.07,0.7296,1.4787,0.0002,0.0003,0.0004,5,0
2022-08-15 15:45:19,-250580223403.17978,10259065279677.984,0.77,131.52,-1.59,0.99,0,0,0.12361,16.0574,-0.16,3.09,0.7539,1.4864,0.0004,0,0.0002,5,0.0001
2022-08-15 15:45:20,-250580223403.17978,10259065279677.984,0.77,131.86,-1.04,1.22,0,0,0.11846,16.0562,-0.156,3.11,0.7211,1.4924,0.0004,0.0004,0.0003,5,0.0003
2022-08-15 15:45:21,-250580223403.17978,10259065279677.984,0.75,131.85,-0.88,0.06,0,0,0.10836,16.0551,-0.161,3.12,0.657,1.4951,0.0003,0.0001,0.0002,5,0.0001
2022-08-15 15:45:22,-250580223403.17978,10259065279677.984,0.74,131.63,-1.14,0.55,0,0,0.10742,16.054,-0.173,3.12,0.6511,1.4941,0.0005,0.0001,0.0002,5,0.0002
2022-08-15 15:45:23,-250580223403.17978,10259065279677.984,0.75,131.19,-1.12,0.63,0,0,0.12008,16.0529,-0.152,3.11,0.7315,1.4915,0.0003,0.0002,0.0001,5,0.0003
