IRLS Dive Data CSV Export. (Version 1.2)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2224,"Install MARUM CTDPFA110",2022-08-21 01:28:00,2022-08-21 05:14:00

Site(s):
Name,Comments

Scientist(s):
Name, Organization

Observations:
Dive Number,Date(UTC),Observation,Latitude,Longitude,Depth(m),Heading,Pitch(deg),Roll(deg),Altitude(m),Speed(knots),Metadata,conductivity_Sm,temperature_C,pressure_db,oxygen_sb43_mll,salinity_psu,File
2224,2022-08-21 02:27:15,"Right arm removed safety strap on right side from toolbox",44.5698111,-125.1464102,776.57,92.92,0.22,3.1,0.5,0,"Asset ",3.26255,4.3494,781.935,0.17,34.3044,
2224,2022-08-21 02:27:45,"Left arm removed safety strap on left side from toolbox",44.5697972,-125.1464083,776.66,92.94,0.06,3.08,0.5,0,"Asset ",3.26229,4.3479,781.92,0.17,34.3028,
2224,2022-08-21 02:30:36,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",44.5697777,-125.1464212,776.43,93.93,-0.41,2.92,0.51,0,"",3.26329,4.3566,781.882,0.17,34.3056,./files/dscs/R2224_32068.jpg
2224,2022-08-21 02:30:37,"Grabbing cable plug from tool box",44.5697799,-125.1464138,776.42,93.93,-0.42,2.92,0.51,0,"Cabled Plug ",3.26339,4.3579,781.887,0.17,34.3054,
2224,2022-08-21 02:32:56,"Grabbing CTD from toolbox",44.5698015,-125.1464263,776.43,95.63,-1.66,2.76,0.56,0,"Asset ",3.26251,4.3492,781.87,0.17,34.3041,
2224,2022-08-21 02:33:42,"Moving CTD to placement site",44.5698029,-125.146429,773.35,99.01,-7.22,1.24,3.38,0.17,"Asset ",3.26218,4.3472,778.909,0.17,34.3039,
2224,2022-08-21 02:37:11,"Placing CTD",44.5697953,-125.1467014,774.22,258.42,-7.01,2.99,0.84,0.18,"Asset ",3.2614,4.3372,779.768,0.17,34.3046,
2224,2022-08-21 02:40:49,"Removing dust cover from J11 socket on the MJ01B",44.5697822,-125.1467238,774.13,359.41,-5.38,0.95,0.55,0.37,"Asset ",3.26106,4.3333,779.467,0.17,34.3049,
2224,2022-08-21 02:43:22,"Removing dummy plug from cabled plug.",44.5697603,-125.1467714,774.05,359.26,-5.37,0.95,0.55,0,"Cabled Plug ",3.26152,4.3402,779.472,0.17,34.3031,
2224,2022-08-21 02:45:46,"Crab under MJ01B.",44.5697878,-125.1467859,773.93,358.72,-5.33,0.55,0.54,0,"Biology ",3.2616,4.3406,779.461,0.17,34.3036,
2224,2022-08-21 02:49:07,"Plugged CTD cable into J11 socket on MJ01B.",44.5698138,-125.1467566,774,355.16,-5.36,0.41,0.54,0,"Cabled Plug ",3.26133,4.3336,779.445,0.17,34.3077,./files/framegrabs/SDI1_8_21_2022 01_21_27_05251.jpg
2224,2022-08-21 02:51:33,"Waiting for sediment to clear for photo survey.",44.5697498,-125.1466887,772.05,298.89,-5.03,0.74,2.82,0.22,"Survey ",3.2614,4.3365,777.471,0.17,34.3065,
2224,2022-08-21 02:51:54,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",44.5697679,-125.1466822,771.48,285.57,-4.5,0.2,3.41,0.3,"",3.26162,4.3372,776.969,0.17,34.3085,./files/dscs/R2224_32069.jpg
2224,2022-08-21 02:52:09,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",44.5697965,-125.1466751,771.24,255.25,-3.48,0.15,3.95,0.5,"",3.26094,4.3329,776.719,0.17,34.3052,./files/dscs/R2224_32070.jpg
2224,2022-08-21 02:52:20,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",44.5698125,-125.1466853,770.7,243.43,-4.63,0.06,4.72,0.32,"",3.26094,4.3335,776.11,0.17,34.3049,./files/dscs/R2224_32071.jpg
2224,2022-08-21 02:52:30,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",44.5698197,-125.1466892,770.93,236.54,-3.28,0.52,4.46,0.16,"",3.26098,4.3345,776.326,0.17,34.3042,./files/dscs/R2224_32072.jpg
2224,2022-08-21 02:52:32,"Photo survey",44.5698214,-125.1466901,771.18,235.89,-3.73,0.87,4.25,0.18,"Survey ",3.26102,4.3336,776.573,0.17,34.3054,./files/framegrabs/SDI1_8_21_2022 01_21_27_05456.jpg
2224,2022-08-21 02:52:35,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",44.5698245,-125.1466911,771.62,230.73,-3.47,0.3,3.84,0.24,"",3.26094,4.3335,776.948,0.17,34.3045,./files/dscs/R2224_32073.jpg
2224,2022-08-21 02:52:46,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",44.5698357,-125.1467027,771.94,220.74,-3.6,1.39,3.42,0.3,"",3.26086,4.3318,777.345,0.17,34.3051,./files/dscs/R2224_32074.jpg
2224,2022-08-21 02:52:56,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",44.5698387,-125.1467176,771.82,213.85,-2.97,0.29,3.43,0.28,"",3.26083,4.3323,777.302,0.17,34.3043,./files/dscs/R2224_32075.jpg
2224,2022-08-21 02:53:08,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",44.5698502,-125.1467447,772.32,194.92,-4.02,0.34,2.96,0.47,"",3.26084,4.3315,777.714,0.17,34.3049,./files/dscs/R2224_32076.jpg
2224,2022-08-21 02:53:17,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",44.5698482,-125.1467677,771.86,183.95,-3.86,0.43,3.56,0.43,"",3.26084,4.3314,777.315,0.17,34.3053,./files/dscs/R2224_32077.jpg
2224,2022-08-21 02:53:26,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",44.5698487,-125.1467916,771.67,169.21,-3.61,0.56,3.79,0,"",3.26074,4.3307,777.067,0.17,34.3049,./files/dscs/R2224_32078.jpg
2224,2022-08-21 02:53:36,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",44.5698452,-125.1468206,771.93,157.23,-3.1,0.74,3.28,0.35,"",3.26071,4.3299,777.35,0.17,34.3052,./files/dscs/R2224_32079.jpg
2224,2022-08-21 02:53:53,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",44.5698354,-125.1468193,772.61,166.5,-3.48,0.8,2.62,0.17,"",3.26093,4.3319,778.066,0.17,34.3055,./files/dscs/R2224_32080.jpg
2224,2022-08-21 02:54:03,"DSC: Please add comment [Focal Length=32] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1400]",44.5698369,-125.146808,773.15,178.14,-2.83,0.41,2.16,0.16,"",3.2608,4.3301,778.567,0.17,34.3056,./files/dscs/R2224_32081.jpg
2224,2022-08-21 02:54:15,"DSC: Please add comment [Focal Length=38] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",44.569837,-125.1468033,773.39,179.87,-3.31,0.07,1.97,0,"",3.26081,4.3302,778.77,0.17,34.3054,./files/dscs/R2224_32082.jpg
2224,2022-08-21 02:54:30,"DSC: Please add comment [Focal Length=48] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.5698434,-125.1468011,772.35,176.22,-3.58,0.67,3.02,0.23,"",3.26079,4.3302,777.709,0.17,34.3058,./files/dscs/R2224_32083.jpg
2224,2022-08-21 02:54:48,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",44.5698334,-125.1468458,771.22,132.57,-4.16,0.17,3.73,0.47,"",3.26101,4.3344,776.577,0.17,34.3046,./files/dscs/R2224_32084.jpg
2224,2022-08-21 02:55:02,"DSC: Please add comment [Focal Length=34] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",44.5698176,-125.1468538,770.98,117.83,-3.82,0.94,3.86,0.41,"",3.26112,4.3355,776.427,0.17,34.3048,./files/dscs/R2224_32085.jpg
2224,2022-08-21 02:55:19,"DSC: Please add comment [Focal Length=45] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",44.5697796,-125.1468568,771.45,79.58,-4.55,0.49,3.44,0.64,"",3.26075,4.3308,776.785,0.17,34.3052,./files/dscs/R2224_32086.jpg
2224,2022-08-21 02:55:31,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",44.5697471,-125.1468258,770.98,47.98,-4.44,1.09,3.45,0.61,"",3.26065,4.3304,776.34,0.17,34.3045,./files/dscs/R2224_32087.jpg
2224,2022-08-21 02:55:40,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",44.5697315,-125.1467925,771.43,27.47,-4.26,1.18,2.67,0.59,"",3.26071,4.3303,776.878,0.17,34.3052,./files/dscs/R2224_32088.jpg
2224,2022-08-21 02:55:52,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",44.5697237,-125.1467608,771.73,11.88,-4.76,0.12,2.39,0.4,"",3.26077,4.3306,777.19,0.17,34.3054,./files/dscs/R2224_32089.jpg
2224,2022-08-21 02:56:05,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",44.5697159,-125.146737,771.1,349.83,-5.09,0.09,3.3,0,"",3.26088,4.3323,776.444,0.17,34.3053,./files/dscs/R2224_32090.jpg
2224,2022-08-21 02:56:12,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",44.56971,-125.1467249,770.63,341.48,-4.11,0.1,3.77,0,"",3.26084,4.3317,776.081,0.17,34.3056,./files/dscs/R2224_32091.jpg
2224,2022-08-21 02:56:15,"Alex started logging",44.5697085,-125.146724,770.67,341.6,-4.84,0.09,3.83,0.14,"Logger ",3.26092,4.3332,776.096,0.17,34.305,
2224,2022-08-21 02:56:36,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",44.5697142,-125.146734,771.81,346.89,-4.31,0.96,2.55,0.51,"",3.26082,4.3313,777.262,0.17,34.3052,./files/dscs/R2224_32092.jpg
2224,2022-08-21 02:57:12,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",44.5697504,-125.1468561,770.31,91.87,-3.66,0.1,4.29,0.69,"",-,-,-,-,-,./files/dscs/R2224_32093.jpg
2224,2022-08-21 02:57:30,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",44.5698124,-125.1468422,772.17,152.7,-3.41,0.34,2.67,0.82,"",3.26116,4.3355,777.64,0.17,34.3046,./files/dscs/R2224_32094.jpg
2224,2022-08-21 02:58:22,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",44.569848,-125.1469281,772.5,257.8,-2.87,0.54,2.01,0.41,"",3.26092,4.3311,778.034,0.17,34.3062,./files/dscs/R2224_32095.jpg
2224,2022-08-21 02:58:32,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1400]",44.5698549,-125.1469561,772.87,256.53,-2.85,0.65,1.55,0.23,"",3.26129,4.3362,778.332,0.17,34.305,./files/dscs/R2224_32096.jpg
2224,2022-08-21 02:58:41,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.5698651,-125.1469617,772.52,257.38,-3.04,1.11,2.01,0.12,"",3.26091,4.3321,777.984,0.17,34.3051,./files/dscs/R2224_32097.jpg
2224,2022-08-21 02:58:50,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.5698715,-125.1469796,771.69,257.41,-3.68,1.08,2.9,0.35,"",3.26113,4.333,777.15,0.17,34.3071,./files/dscs/R2224_32098.jpg
2224,2022-08-21 02:59:00,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",44.5698804,-125.1470052,771.09,257.4,-2.84,0.68,3.35,0.52,"",3.26055,4.3289,776.577,0.17,34.3048,./files/dscs/R2224_32099.jpg
2224,2022-08-21 02:59:15,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",44.5699003,-125.1470362,772.02,254.85,-2.88,0.15,2.53,0.46,"",3.26087,4.3311,777.512,0.17,34.3059,./files/dscs/R2224_32100.jpg
2224,2022-08-21 02:59:26,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.569908,-125.1470782,772.23,254.95,-3.14,0.2,2.4,0.51,"",3.26075,4.3295,777.693,0.17,34.3059,./files/dscs/R2224_32101.jpg
2224,2022-08-21 02:59:36,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",44.5699218,-125.1471169,771.83,254.37,-3.98,0.14,2.9,0.62,"",3.26069,4.3297,777.262,0.17,34.3053,./files/dscs/R2224_32102.jpg
2224,2022-08-21 02:59:52,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",44.5699509,-125.1471774,771.29,286.9,-4.02,0.11,3.2,0.92,"",3.26163,4.3408,776.872,0.17,34.305,./files/dscs/R2224_32103.jpg
2224,2022-08-21 03:00:02,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",44.5699787,-125.1472191,771.07,286.53,-2.84,0.03,3.39,0.97,"",3.26142,4.3358,776.615,0.17,34.3079,./files/dscs/R2224_32104.jpg
2224,2022-08-21 03:00:09,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",44.5699966,-125.1472381,770.73,277.07,-4.09,0.08,3.86,0.33,"",3.26109,4.3352,776.083,0.17,34.3049,./files/dscs/R2224_32105.jpg
2224,2022-08-21 03:00:22,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",44.5700073,-125.1472443,770.29,283.3,-2.23,0.73,4.13,0.25,"",3.26136,4.3387,775.744,0.17,34.3047,./files/dscs/R2224_32106.jpg
2224,2022-08-21 03:00:31,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",44.5700345,-125.1472471,770.54,249.82,-2.65,0.33,3.66,0,"",3.26071,4.3305,776.056,0.17,34.3053,./files/dscs/R2224_32107.jpg
2224,2022-08-21 03:00:41,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",44.5700583,-125.1472708,771.15,214.02,-3.43,0.03,3.13,0.54,"",3.26069,4.3294,776.705,0.17,34.3059,./files/dscs/R2224_32108.jpg
2224,2022-08-21 03:00:55,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",44.5700617,-125.1473117,771.32,160.81,-3.82,0.57,3.87,0.57,"",3.26083,4.3305,776.763,0.17,34.3064,./files/dscs/R2224_32109.jpg
2224,2022-08-21 03:01:09,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",44.5700245,-125.1473219,771.31,108.17,-4.87,0.15,3.97,0.61,"",3.26069,4.3293,776.707,0.17,34.306,./files/dscs/R2224_32110.jpg
2224,2022-08-21 03:01:21,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",44.5699887,-125.1472949,770.95,91.97,-4.63,0.92,3.73,0.97,"",3.26104,4.3321,776.485,0.17,34.3074,./files/dscs/R2224_32111.jpg
2224,2022-08-21 03:01:31,"Starting wider view survey",44.5699586,-125.1472405,771.29,124.3,-2.74,1.17,3.11,0.85,"Survey ",3.26064,4.3301,776.73,0.17,34.3046,
2224,2022-08-21 03:01:32,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",44.5699573,-125.1472357,771.36,126.76,-2.23,0.68,2.99,0.8,"",3.26093,4.3303,776.827,0.17,34.3077,./files/dscs/R2224_32112.jpg
2224,2022-08-21 03:01:49,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",44.5699202,-125.1471778,772.83,129.81,-3.94,0.3,1.66,0.66,"",3.26087,4.331,778.276,0.17,34.3056,./files/dscs/R2224_32113.jpg
2224,2022-08-21 03:01:59,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.5699042,-125.1471441,771.88,128.26,-3.47,0.27,2.47,0.55,"",3.26099,4.3326,777.257,0.17,34.3058,./files/dscs/R2224_32114.jpg
2224,2022-08-21 03:02:07,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",44.5698869,-125.1471234,771.07,111.93,-2.74,1.37,3.08,0.57,"",-,-,-,-,-,./files/dscs/R2224_32115.jpg
2224,2022-08-21 03:02:17,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",44.5698741,-125.1471127,771.95,100.39,-4.21,0.16,2.27,0.04,"",3.26103,4.3335,777.437,0.17,34.3053,./files/dscs/R2224_32116.jpg
2224,2022-08-21 03:02:37,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",44.5698853,-125.1471105,771.74,85.78,-3.18,0.53,2.34,0.65,"",3.26108,4.332,777.249,0.17,34.3076,./files/dscs/R2224_32117.jpg
2224,2022-08-21 03:02:50,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",44.5699133,-125.1471012,772.01,112.72,-3.72,0.48,2.42,0.54,"",3.26101,4.3332,777.525,0.17,34.3053,./files/dscs/R2224_32118.jpg
2224,2022-08-21 03:03:02,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",44.5699227,-125.1470815,772.85,140.57,-3.49,1.3,2.16,0.44,"",3.26104,4.3332,778.277,0.17,34.3053,./files/dscs/R2224_32119.jpg
2224,2022-08-21 03:03:21,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.5699125,-125.1470237,771.76,174.57,-3.79,1.18,3.31,0.58,"",3.26116,4.3356,777.304,0.17,34.3047,./files/dscs/R2224_32120.jpg
2224,2022-08-21 03:03:22,"ship movd starbard 35 degrees",44.5699125,-125.1470237,771.76,174.57,-3.79,1.18,3.31,0,"Ship Moving ",3.26105,4.3347,777.248,0.17,34.3043,
2224,2022-08-21 03:03:39,"ship moved 20 meters aft",44.5698853,-125.1469736,771.98,177.72,-3.58,0.89,2.77,0.6,"Ship Moving ",3.26151,4.3403,777.464,0.17,34.3038,
2224,2022-08-21 03:03:41,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.5698819,-125.1469701,771.94,177.65,-3.38,0.82,2.69,0.58,"",-,-,-,-,-,./files/dscs/R2224_32121.jpg
2224,2022-08-21 03:03:59,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",44.5698449,-125.1469466,772.43,177.46,-3.16,0.8,1.95,0.5,"",3.26076,4.3299,777.888,0.17,34.3056,./files/dscs/R2224_32122.jpg
2224,2022-08-21 03:04:15,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",44.569828,-125.1469421,773.73,177.47,-3.45,1.72,0.7,0.24,"",3.26078,4.3311,779.21,0.17,34.304,./files/dscs/R2224_32123.jpg
2224,2022-08-21 03:04:21,"fish",44.5698266,-125.1469344,773.53,177.71,-3.34,0.63,1.05,0.08,"Biology ",3.26099,4.3306,778.996,0.17,34.307,./files/framegrabs/SDI1_8_21_2022 01_21_27_06171.jpg
2224,2022-08-21 03:04:32,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",44.5698198,-125.1469425,772.12,147.05,-1.34,0.72,2.47,0.16,"",3.26144,4.3356,777.531,0.17,34.3078,./files/dscs/R2224_32124.jpg
2224,2022-08-21 03:04:49,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",44.5698146,-125.1469324,772.48,111.2,-3.85,0.24,2.29,0.05,"",3.26064,4.329,777.965,0.17,34.3051,./files/dscs/R2224_32125.jpg
