"id","ts","event_value","event_author","event_free_text","event_option.actions","event_option.cabled_plug","event_option.dive_#/summary","event_option.dummy_plug","event_option.filename","event_option.highlights","event_option.location","event_option.milestone","event_option.new_watchstander","event_option.sample_name","event_option.type","vehicleReNavData.altitude_uom","vehicleReNavData.altitude_value","vehicleReNavData.depth_uom","vehicleReNavData.depth_value","vehicleReNavData.heading_uom","vehicleReNavData.heading_value","vehicleReNavData.latitude_uom","vehicleReNavData.latitude_value","vehicleReNavData.longitude_uom","vehicleReNavData.longitude_value","vehicleReNavData.pitch_uom","vehicleReNavData.pitch_value","vehicleReNavData.roll_uom","vehicleReNavData.roll_value","vehicleRealtimeFramegrabberData.camera_name_2_uom","vehicleRealtimeFramegrabberData.camera_name_2_value","vehicleRealtimeFramegrabberData.camera_name_3_uom","vehicleRealtimeFramegrabberData.camera_name_3_value","vehicleRealtimeFramegrabberData.camera_name_4_uom","vehicleRealtimeFramegrabberData.camera_name_4_value","vehicleRealtimeFramegrabberData.camera_name_uom","vehicleRealtimeFramegrabberData.camera_name_value","vehicleRealtimeFramegrabberData.filename_2_uom","vehicleRealtimeFramegrabberData.filename_2_value","vehicleRealtimeFramegrabberData.filename_3_uom","vehicleRealtimeFramegrabberData.filename_3_value","vehicleRealtimeFramegrabberData.filename_4_uom","vehicleRealtimeFramegrabberData.filename_4_value","vehicleRealtimeFramegrabberData.filename_uom","vehicleRealtimeFramegrabberData.filename_value","vehicleRealtimeNavData.altitude_uom","vehicleRealtimeNavData.altitude_value","vehicleRealtimeNavData.depth_uom","vehicleRealtimeNavData.depth_value","vehicleRealtimeNavData.heading_uom","vehicleRealtimeNavData.heading_value","vehicleRealtimeNavData.latitude_uom","vehicleRealtimeNavData.latitude_value","vehicleRealtimeNavData.local_x_uom","vehicleRealtimeNavData.local_x_value","vehicleRealtimeNavData.local_y_uom","vehicleRealtimeNavData.local_y_value","vehicleRealtimeNavData.longitude_uom","vehicleRealtimeNavData.longitude_value","vehicleRealtimeNavData.pitch_uom","vehicleRealtimeNavData.pitch_value","vehicleRealtimeNavData.roll_uom","vehicleRealtimeNavData.roll_value","vehicleTemperatureProbe.probe1_temperature_uom","vehicleTemperatureProbe.probe1_temperature_value","vehicleTemperatureProbe.probe2_temperature_uom","vehicleTemperatureProbe.probe2_temperature_value","vehicleTemperatureProbe.probe3_temperature_uom","vehicleTemperatureProbe.probe3_temperature_value","vehicleTemperatureProbe.probe4_temperature_uom","vehicleTemperatureProbe.probe4_temperature_value"
"65011e3519a182001b1d1a1d","2023-09-13T02:28:05.054Z","ASNAP","admin","",,,,,,,,,,,,"meters","-6732090.9","meters","68.821","deg","240.912","ddeg","45.81625829","ddeg","-129.75288056",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_022805054.jpg",,"/BrowCam.20230913_022805054.jpg",,"/UserSelect.20230913_022805054.jpg",,"/SciCam.20230913_022805054.jpg","meters","0.00","meters","68.58","deg","240.83","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-3.3","deg","1.0","degC","10.53","degC","-999.99","degC","-999.99","degC","-999.99"
"65011e5319a182001b1d1a21","2023-09-13T02:28:35.128Z","ASNAP","admin","",,,,,,,,,,,,"meters","-6627358.9","meters","82.776","deg","240.678","ddeg","45.81619606","ddeg","-129.75293361",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_022835128.jpg",,"/BrowCam.20230913_022835128.jpg",,"/UserSelect.20230913_022835128.jpg",,"/SciCam.20230913_022835128.jpg","meters","0.00","meters","82.61","deg","240.70","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-3.6","deg","1.3","degC","8.99","degC","-999.99","degC","-999.99","degC","-999.99"
"65011e7119a182001b1d1a25","2023-09-13T02:29:05.179Z","ASNAP","admin","",,,,,,,,,,,,"meters","-6523718.9","meters","91.359","deg","240.710","ddeg","45.81614816","ddeg","-129.75297319",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_022905179.jpg",,"/BrowCam.20230913_022905179.jpg",,"/UserSelect.20230913_022905179.jpg",,"/SciCam.20230913_022905179.jpg","meters","0.00","meters","91.21","deg","240.69","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-3.6","deg","1.2","degC","7.94","degC","-999.99","degC","-999.99","degC","-999.99"
"65011e8f19a182001b1d1a29","2023-09-13T02:29:35.242Z","ASNAP","admin","",,,,,,,,,,,,"meters","-6421165.0","meters","102.499","deg","241.310","ddeg","45.81611998","ddeg","-129.75299365",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_022935242.jpg",,"/BrowCam.20230913_022935242.jpg",,"/UserSelect.20230913_022935242.jpg",,"/SciCam.20230913_022935242.jpg","meters","0.00","meters","102.33","deg","241.32","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-3.7","deg","1.1","degC","7.41","degC","-999.99","degC","-999.99","degC","-999.99"
"65011e9819a182001b1d1a2d","2023-09-13T02:29:44.917Z","FREE_FORM","guest","J2-1554",,,,,,,,,,,,"meters","-6390609.8","meters","106.165","deg","241.482","ddeg","45.81611909","ddeg","-129.75298602",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_022944917.jpg",,"/BrowCam.20230913_022944917.jpg",,"/UserSelect.20230913_022944917.jpg",,"/SciCam.20230913_022944917.jpg","meters","0.00","meters","106.35","deg","241.53","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-3.3","deg","1.1","degC","7.44","degC","-999.99","degC","-999.99","degC","-999.99"
"65011ead19a182001b1d1a31","2023-09-13T02:30:05.316Z","ASNAP","admin","",,,,,,,,,,,,"meters","-6319691.5","meters","113.194","deg","241.400","ddeg","45.81612934","ddeg","-129.75294361",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023005316.jpg",,"/BrowCam.20230913_023005316.jpg",,"/UserSelect.20230913_023005316.jpg",,"/SciCam.20230913_023005316.jpg","meters","0.00","meters","113.01","deg","241.39","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.7","deg","1.1","degC","7.22","degC","-999.99","degC","-999.99","degC","-999.99"
"65011ecb19a182001b1d1a35","2023-09-13T02:30:35.376Z","ASNAP","admin","",,,,,,,,,,,,"meters","-6219292.8","meters","125.868","deg","241.510","ddeg","45.81615219","ddeg","-129.75286329",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023035376.jpg",,"/BrowCam.20230913_023035376.jpg",,"/UserSelect.20230913_023035376.jpg",,"/SciCam.20230913_023035376.jpg","meters","0.00","meters","125.93","deg","241.63","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-6.2","deg","0.1","degC","6.98","degC","-999.99","degC","-999.99","degC","-999.99"
"65011ee919a182001b1d1a39","2023-09-13T02:31:05.421Z","ASNAP","admin","",,,,,,,,,,,,"meters","-6119963.1","meters","125.027","deg","241.512","ddeg","45.81617613","ddeg","-129.75278513",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023105421.jpg",,"/BrowCam.20230913_023105421.jpg",,"/UserSelect.20230913_023105421.jpg",,"/SciCam.20230913_023105421.jpg","meters","0.00","meters","125.01","deg","241.53","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.3","deg","1.2","degC","6.86","degC","-999.99","degC","-999.99","degC","-999.99"
"65011f0719a182001b1d1a3d","2023-09-13T02:31:35.472Z","ASNAP","admin","",,,,,,,,,,,,"meters","-6021696.7","meters","125.173","deg","241.632","ddeg","45.81617963","ddeg","-129.75276601",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023135472.jpg",,"/BrowCam.20230913_023135472.jpg",,"/UserSelect.20230913_023135472.jpg",,"/SciCam.20230913_023135472.jpg","meters","0.00","meters","125.16","deg","241.54","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.9","deg","0.9","degC","6.76","degC","-999.99","degC","-999.99","degC","-999.99"
"65011f2519a182001b1d1a41","2023-09-13T02:32:05.532Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5924487.8","meters","125.086","deg","241.610","ddeg","45.81612108","ddeg","-129.75289054",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023205532.jpg",,"/BrowCam.20230913_023205532.jpg",,"/UserSelect.20230913_023205532.jpg",,"/SciCam.20230913_023205532.jpg","meters","0.00","meters","125.01","deg","241.68","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.1","deg","0.9","degC","6.70","degC","-999.99","degC","-999.99","degC","-999.99"
"65011f4319a182001b1d1a45","2023-09-13T02:32:35.569Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5828330.8","meters","132.660","deg","241.241","ddeg","45.81609787","ddeg","-129.75293108",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023235569.jpg",,"/BrowCam.20230913_023235569.jpg",,"/UserSelect.20230913_023235569.jpg",,"/SciCam.20230913_023235569.jpg","meters","0.00","meters","132.25","deg","241.34","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.2","deg","1.3","degC","6.58","degC","-999.99","degC","-999.99","degC","-999.99"
"65011f6119a182001b1d1a49","2023-09-13T02:33:05.639Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5733219.8","meters","144.429","deg","241.201","ddeg","45.81607092","ddeg","-129.75290463",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023305639.jpg",,"/BrowCam.20230913_023305639.jpg",,"/UserSelect.20230913_023305639.jpg",,"/SciCam.20230913_023305639.jpg","meters","0.00","meters","144.40","deg","241.15","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.6","deg","1.7","degC","6.61","degC","-999.99","degC","-999.99","degC","-999.99"
"65011f7f19a182001b1d1a4d","2023-09-13T02:33:35.693Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5639149.3","meters","144.528","deg","241.461","ddeg","45.81606783","ddeg","-129.75283302",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023335693.jpg",,"/BrowCam.20230913_023335693.jpg",,"/UserSelect.20230913_023335693.jpg",,"/SciCam.20230913_023335693.jpg","meters","0.00","meters","144.45","deg","241.38","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-6.1","deg","0.5","degC","6.41","degC","-999.99","degC","-999.99","degC","-999.99"
"65011f9d19a182001b1d1a51","2023-09-13T02:34:05.736Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5546113.5","meters","144.609","deg","241.063","ddeg","45.81606145","ddeg","-129.75280500",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023405736.jpg",,"/BrowCam.20230913_023405736.jpg",,"/UserSelect.20230913_023405736.jpg",,"/SciCam.20230913_023405736.jpg","meters","0.00","meters","144.59","deg","241.03","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.9","deg","2.3","degC","6.48","degC","-999.99","degC","-999.99","degC","-999.99"
"65011fbb19a182001b1d1a55","2023-09-13T02:34:35.782Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5454106.6","meters","156.675","deg","240.859","ddeg","45.81604263","ddeg","-129.75276636",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023435782.jpg",,"/BrowCam.20230913_023435782.jpg",,"/UserSelect.20230913_023435782.jpg",,"/SciCam.20230913_023435782.jpg","meters","0.00","meters","156.93","deg","240.90","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-3.5","deg","1.9","degC","6.49","degC","-999.99","degC","-999.99","degC","-999.99"
"65011fd919a182001b1d1a59","2023-09-13T02:35:05.801Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5363122.9","meters","171.044","deg","241.461","ddeg","45.81602900","ddeg","-129.75272152",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023505801.jpg",,"/BrowCam.20230913_023505801.jpg",,"/UserSelect.20230913_023505801.jpg",,"/SciCam.20230913_023505801.jpg","meters","0.00","meters","171.20","deg","241.24","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-5.9","deg","-3.3","degC","6.87","degC","-999.99","degC","-999.99","degC","-999.99"
"65011ff719a182001b1d1a65","2023-09-13T02:35:35.872Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5273156.8","meters","186.554","deg","261.221","ddeg","45.81602909","ddeg","-129.75268103",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023535872.jpg",,"/BrowCam.20230913_023535872.jpg",,"/UserSelect.20230913_023535872.jpg",,"/SciCam.20230913_023535872.jpg","meters","0.00","meters","186.90","deg","263.90","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.2","deg","-1.8","degC","6.49","degC","-999.99","degC","-999.99","degC","-999.99"
"6501201519a182001b1d1a69","2023-09-13T02:36:05.921Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5184202.4","meters","201.889","deg","283.528","ddeg","45.81604678","ddeg","-129.75266217",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023605921.jpg",,"/BrowCam.20230913_023605921.jpg",,"/UserSelect.20230913_023605921.jpg",,"/SciCam.20230913_023605921.jpg","meters","0.00","meters","202.09","deg","283.53","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-3.5","deg","-1.7","degC","6.36","degC","-999.99","degC","-999.99","degC","-999.99"
"6501203319a182001b1d1a71","2023-09-13T02:36:35.940Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5096254.1","meters","216.322","deg","283.272","ddeg","45.81606699","ddeg","-129.75266925",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023635940.jpg",,"/BrowCam.20230913_023635940.jpg",,"/UserSelect.20230913_023635940.jpg",,"/SciCam.20230913_023635940.jpg","meters","0.00","meters","216.57","deg","283.26","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-3.2","deg","-1.7","degC","6.40","degC","-999.99","degC","-999.99","degC","-999.99"
"6501205119a182001b1d1a81","2023-09-13T02:37:05.959Z","ASNAP","admin","",,,,,,,,,,,,"meters","-5009306.1","meters","231.481","deg","283.079","ddeg","45.81608138","ddeg","-129.75266545",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023705959.jpg",,"/BrowCam.20230913_023705959.jpg",,"/UserSelect.20230913_023705959.jpg",,"/SciCam.20230913_023705959.jpg","meters","0.00","meters","231.79","deg","283.16","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-3.4","deg","-0.9","degC","6.25","degC","-999.99","degC","-999.99","degC","-999.99"
"6501206f19a182001b1d1a85","2023-09-13T02:37:35.997Z","ASNAP","admin","",,,,,,,,,,,,"meters","-4923352.8","meters","245.347","deg","282.681","ddeg","45.81609098","ddeg","-129.75267678",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023735997.jpg",,"/BrowCam.20230913_023735997.jpg",,"/UserSelect.20230913_023735997.jpg",,"/SciCam.20230913_023735997.jpg","meters","0.00","meters","245.56","deg","282.64","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-2.8","deg","-1.9","degC","6.14","degC","-999.99","degC","-999.99","degC","-999.99"
"6501208e19a182001b1d1a89","2023-09-13T02:38:06.068Z","ASNAP","admin","",,,,,,,,,,,,"meters","-4835573.1","meters","260.663","deg","283.822","ddeg","45.81610383","ddeg","-129.75272579",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023806068.jpg",,"/BrowCam.20230913_023806068.jpg",,"/UserSelect.20230913_023806068.jpg",,"/SciCam.20230913_023806068.jpg","meters","0.00","meters","260.35","deg","283.75","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-4.0","deg","-1.4","degC","5.88","degC","-999.99","degC","-999.99","degC","-999.99"
"650120a419a182001b1d1a91","2023-09-13T02:38:28.151Z","Site Interactions","guest","CTDPFB301, DOSTAD301, OPTAAC303",,,"J2-1554/swap out CTD, DO, and OPTAA instruments at LJ03A site",,,,"Axial Base",,,,,"meters","-4773915.1","meters","270.653","deg","283.588","ddeg","45.81611271","ddeg","-129.75277307",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023828151.jpg",,"/BrowCam.20230913_023828151.jpg",,"/UserSelect.20230913_023828151.jpg",,"/SciCam.20230913_023828151.jpg","meters","0.00","meters","270.43","deg","283.48","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-2.3","deg","0.1","degC","5.73","degC","-999.99","degC","-999.99","degC","-999.99"
"650120ac19a182001b1d1a95","2023-09-13T02:38:36.146Z","ASNAP","admin","",,,,,,,,,,,,"meters","-4751624.6","meters","274.473","deg","283.501","ddeg","45.81611603","ddeg","-129.75279554",,,,,,"PilotCam",,"BrowCam",,"UserSelect",,"SciCam",,"/PilotCam.20230913_023836146.jpg",,"/BrowCam.20230913_023836146.jpg",,"/UserSelect.20230913_023836146.jpg",,"/SciCam.20230913_023836146.jpg","meters","0.00","meters","274.24","deg","283.55","ddeg","4.3447490","meters","9628827.96","meters","-4620677.14","ddeg","-5.9131323","deg","-2.7","deg","-1.3","degC","5.60","degC","-999.99","degC","-999.99","degC","-999.99"
